game_date,game_loc,away_team,away_team_score,home_team,home_team_score,total_score,max_temp_C,min_temp_C,precipitation_mm,max_wind_speed_kmh,dominant_wind_dir_deg
2023-05-04,Comerica Park,New York Mets,0,Detroit Tigers,2,2,-0.9,-10.9,0.7,19.6,356.0
2023-05-04,Kauffman Stadium,Baltimore Orioles,13,Kansas City Royals,10,23,11.1,1.0,0.0,24.5,57.0
2023-05-04,loanDepot park,Atlanta Braves,6,Miami Marlins,3,9,31.5,20.1,0.0,10.7,33.0
2023-05-04,Oakland Coliseum,Seattle Mariners,5,Oakland Athletics,3,8,12.6,11.8,11.8,41.8,123.0
2023-05-04,Busch Stadium III,Los Angeles Angels,11,St. Louis Cardinals,7,18,11.6,0.4,0.0,37.8,265.0
2023-05-04,Tropicana Field,Pittsburgh Pirates,2,Tampa Bay Rays,3,5,27.5,17.5,4.5,8.7,357.0
2023-05-04,Nationals Park,Chicago Cubs,3,Washington Nationals,4,7,21.1,12.2,0.0,27.7,79.0
2023-05-05,Angel Stadium of Anaheim,Texas Rangers,4,Los Angeles Angels,5,9,20.1,16.3,0.2,20.5,326.0
2023-05-05,Chase Field,Washington Nationals,1,Arizona Diamondbacks,3,4,27.0,14.4,0.0,18.2,245.0
2023-05-05,Truist Park,Baltimore Orioles,9,Atlanta Braves,4,13,-1.0,-11.1,0.2,26.5,231.0
2023-05-05,Wrigley Field,Miami Marlins,1,Chicago Cubs,4,5,5.5,1.2,1.7,22.3,63.0
2023-05-05,Great American Ball Park,Chicago White Sox,5,Cincinnati Reds,4,9,14.0,4.8,4.2,33.5,82.0
2023-05-05,Progressive Field,Minnesota Twins,2,Cleveland Guardians,0,2,8.4,1.2,0.3,25.2,110.0
2023-05-05,Kauffman Stadium,Oakland Athletics,12,Kansas City Royals,8,20,14.8,-1.9,0.0,44.2,6.0
2023-05-05,Citi Field,Colorado Rockies,0,New York Mets,1,1,3.6,-5.3,0.5,7.6,65.0
2023-05-05,Citizens Bank Park,Boston Red Sox,5,Philadelphia Phillies,3,8,0.2,-6.7,0.3,11.6,336.0
2023-05-05,PNC Park,Toronto Blue Jays,4,Pittsburgh Pirates,0,4,13.8,6.1,7.3,30.2,98.0
2023-05-05,Petco Park,Los Angeles Dodgers,2,San Diego Padres,5,7,21.4,17.0,1.7,18.2,329.0
2023-05-05,T-Mobile Park,Houston Astros,6,Seattle Mariners,4,10,16.5,2.5,0.0,16.0,336.0
2023-05-05,Oracle Park,Milwaukee Brewers,4,San Francisco Giants,6,10,12.7,10.4,10.8,40.5,27.0
2023-05-05,Busch Stadium III,Detroit Tigers,5,St. Louis Cardinals,4,9,13.0,-0.6,0.0,35.5,56.0
2023-05-05,Tropicana Field,New York Yankees,4,Tampa Bay Rays,5,9,30.6,16.7,0.0,14.7,300.0
2023-05-06,Angel Stadium of Anaheim,Texas Rangers,10,Los Angeles Angels,1,11,21.8,14.1,0.0,19.5,15.0
2023-05-06,Chase Field,Washington Nationals,7,Arizona Diamondbacks,8,15,29.7,15.3,0.0,17.3,267.0
2023-05-06,Truist Park,Baltimore Orioles,4,Atlanta Braves,5,9,-0.4,-21.5,0.1,26.4,237.0
2023-05-06,Wrigley Field,Miami Marlins,2,Chicago Cubs,4,6,4.2,-0.3,5.0,15.8,70.0
2023-05-06,Great American Ball Park,Chicago White Sox,3,Cincinnati Reds,5,8,11.5,1.3,2.8,24.5,57.0
2023-05-06,Progressive Field,Minnesota Twins,3,Cleveland Guardians,4,7,7.2,-1.4,0.0,16.2,276.0
2023-05-06,Kauffman Stadium,Oakland Athletics,5,Kansas City Royals,4,9,4.2,-6.2,5.3,44.6,7.0
2023-05-06,Citi Field,Colorado Rockies,5,New York Mets,2,7,7.1,-7.3,0.0,8.7,83.0
2023-05-06,Citizens Bank Park,Boston Red Sox,7,Philadelphia Phillies,4,11,2.1,-11.4,1.0,7.2,229.0
2023-05-06,PNC Park,Toronto Blue Jays,8,Pittsburgh Pirates,2,10,12.6,1.4,0.0,18.7,145.0
2023-05-06,Petco Park,Los Angeles Dodgers,2,San Diego Padres,1,3,21.2,15.0,0.1,17.4,16.0
2023-05-06,T-Mobile Park,Houston Astros,5,Seattle Mariners,7,12,18.2,4.1,0.2,15.3,314.0
2023-05-06,Oracle Park,Milwaukee Brewers,1,San Francisco Giants,4,5,12.6,10.7,0.0,41.1,26.0
2023-05-06,Busch Stadium III,Detroit Tigers,6,St. Louis Cardinals,5,11,6.6,-3.8,0.4,30.1,261.0
2023-05-06,Tropicana Field,New York Yankees,3,Tampa Bay Rays,2,5,32.7,17.5,0.0,16.7,307.0
2023-05-07,Angel Stadium of Anaheim,Texas Rangers,16,Los Angeles Angels,8,24,22.7,14.1,0.0,17.6,30.0
2023-05-07,Chase Field,Washington Nationals,9,Arizona Diamondbacks,8,17,31.6,16.4,0.0,14.7,263.0
2023-05-07,Truist Park,Baltimore Orioles,2,Atlanta Braves,3,5,-1.0,-9.7,1.8,27.7,242.0
2023-05-07,Wrigley Field,Miami Marlins,5,Chicago Cubs,4,9,8.6,-2.6,0.1,14.9,264.0
2023-05-07,Great American Ball Park,Chicago White Sox,17,Cincinnati Reds,4,21,13.9,1.8,0.0,19.2,81.0
2023-05-07,Progressive Field,Minnesota Twins,0,Cleveland Guardians,2,2,11.0,-0.6,0.0,16.6,241.0
2023-05-07,Kauffman Stadium,Oakland Athletics,1,Kansas City Royals,5,6,6.5,-10.6,0.3,35.2,31.0
2023-05-07,Citi Field,Colorado Rockies,13,New York Mets,6,19,1.4,-3.9,7.0,6.2,276.0
2023-05-07,Citizens Bank Park,Boston Red Sox,1,Philadelphia Phillies,6,7,-1.0,-7.3,3.4,6.8,211.0
2023-05-07,PNC Park,Toronto Blue Jays,10,Pittsburgh Pirates,1,11,17.0,4.9,0.0,19.1,130.0
2023-05-07,Petco Park,Los Angeles Dodgers,5,San Diego Padres,2,7,22.7,14.5,0.0,18.9,25.0
2023-05-07,T-Mobile Park,Houston Astros,1,Seattle Mariners,3,4,19.9,4.5,0.9,16.9,296.0
2023-05-07,Oracle Park,Milwaukee Brewers,7,San Francisco Giants,3,10,12.7,10.6,0.0,22.2,10.0
2023-05-07,Busch Stadium III,Detroit Tigers,6,St. Louis Cardinals,12,18,6.7,-4.7,0.0,30.6,294.0
2023-05-07,Tropicana Field,New York Yankees,7,Tampa Bay Rays,8,15,33.9,19.6,0.0,17.9,302.0
2023-05-08,Angel Stadium of Anaheim,Houston Astros,4,Los Angeles Angels,6,10,21.7,11.5,0.0,9.0,49.0
2023-05-08,Chase Field,Miami Marlins,2,Arizona Diamondbacks,5,7,33.2,16.3,0.0,16.8,261.0
2023-05-08,Oriole Park at Camden Yards,Tampa Bay Rays,3,Baltimore Orioles,0,3,20.8,7.2,0.0,13.1,307.0
2023-05-08,Wrigley Field,St. Louis Cardinals,3,Chicago Cubs,1,4,11.3,1.0,0.6,12.1,53.0
2023-05-08,Progressive Field,Detroit Tigers,6,Cleveland Guardians,2,8,14.1,0.9,0.0,15.4,242.0
2023-05-08,Kauffman Stadium,Chicago White Sox,5,Kansas City Royals,12,17,7.5,-3.5,0.0,26.9,20.0
2023-05-08,American Family Field,Los Angeles Dodgers,3,Milwaukee Brewers,9,12,15.0,4.6,0.2,20.9,359.0
2023-05-08,Yankee Stadium III,Oakland Athletics,2,New York Yankees,7,9,6.5,-1.7,2.1,4.7,124.0
2023-05-08,PNC Park,Colorado Rockies,0,Pittsburgh Pirates,2,2,20.0,7.4,0.0,16.6,159.0
2023-05-08,T-Mobile Park,Texas Rangers,2,Seattle Mariners,1,3,14.2,5.6,0.0,27.6,313.0
2023-05-08,Oracle Park,Washington Nationals,5,San Francisco Giants,1,6,12.6,11.5,0.0,23.3,314.0
2023-05-09,Angel Stadium of Anaheim,Houston Astros,3,Los Angeles Angels,1,4,23.0,8.6,0.0,13.7,112.0
2023-05-09,Chase Field,Miami Marlins,6,Arizona Diamondbacks,2,8,33.7,18.5,0.0,20.9,250.0
2023-05-09,Truist Park,Boston Red Sox,3,Atlanta Braves,9,12,-2.2,-15.6,1.1,23.3,337.0
2023-05-09,Oriole Park at Camden Yards,Tampa Bay Rays,2,Baltimore Orioles,4,6,22.1,7.6,0.0,13.0,230.0
2023-05-09,Wrigley Field,St. Louis Cardinals,6,Chicago Cubs,4,10,14.4,2.7,0.0,11.6,181.0
2023-05-09,Great American Ball Park,New York Mets,6,Cincinnati Reds,7,13,20.6,7.2,0.0,14.5,95.0
2023-05-09,Progressive Field,Detroit Tigers,0,Cleveland Guardians,2,2,18.1,3.3,0.0,16.4,270.0
2023-05-09,Kauffman Stadium,Chicago White Sox,4,Kansas City Royals,2,6,5.2,-4.9,0.0,34.2,10.0
2023-05-09,American Family Field,Los Angeles Dodgers,6,Milwaukee Brewers,2,8,19.3,6.9,0.2,25.7,311.0
2023-05-09,Target Field,San Diego Padres,6,Minnesota Twins,1,7,0.9,-2.9,4.6,12.1,268.0
2023-05-09,Yankee Stadium III,Oakland Athletics,5,New York Yankees,10,15,10.1,-1.1,1.0,5.7,135.0
2023-05-09,Citizens Bank Park,Toronto Blue Jays,4,Philadelphia Phillies,8,12,0.9,-15.7,0.8,9.1,9.0
2023-05-09,PNC Park,Colorado Rockies,10,Pittsburgh Pirates,1,11,23.8,9.1,0.0,19.5,224.0
2023-05-09,T-Mobile Park,Texas Rangers,0,Seattle Mariners,5,5,19.2,2.6,0.0,28.5,324.0
2023-05-09,Oracle Park,Washington Nationals,1,San Francisco Giants,4,5,13.3,12.2,0.0,22.7,292.0
2023-05-10,Angel Stadium of Anaheim,Houston Astros,5,Los Angeles Angels,4,9,18.8,12.0,0.0,7.3,98.0
2023-05-10,Chase Field,Miami Marlins,5,Arizona Diamondbacks,4,9,26.8,18.2,0.1,20.9,244.0
2023-05-10,Truist Park,Boston Red Sox,5,Atlanta Braves,2,7,-6.7,-13.2,2.0,33.2,17.0
2023-05-10,Oriole Park at Camden Yards,Tampa Bay Rays,1,Baltimore Orioles,2,3,24.6,8.8,0.0,11.6,93.0
2023-05-10,Wrigley Field,St. Louis Cardinals,4,Chicago Cubs,10,14,18.1,7.0,0.0,11.9,159.0
2023-05-10,Great American Ball Park,New York Mets,2,Cincinnati Reds,1,3,23.4,10.5,0.0,14.4,220.0
2023-05-10,Progressive Field,Detroit Tigers,5,Cleveland Guardians,0,5,19.7,6.5,0.1,14.8,311.0
2023-05-10,Kauffman Stadium,Chicago White Sox,1,Kansas City Royals,9,10,6.7,-4.8,0.0,31.0,1.0
2023-05-10,American Family Field,Los Angeles Dodgers,8,Milwaukee Brewers,1,9,23.0,10.6,0.0,19.9,314.0
2023-05-10,Target Field,San Diego Padres,3,Minnesota Twins,4,7,9.1,-2.6,0.0,13.5,330.0
2023-05-10,Yankee Stadium III,Oakland Athletics,3,New York Yankees,11,14,12.8,1.4,0.0,8.4,126.0
2023-05-10,Citizens Bank Park,Toronto Blue Jays,1,Philadelphia Phillies,2,3,3.7,-11.7,0.9,7.7,49.0
2023-05-10,PNC Park,Colorado Rockies,4,Pittsburgh Pirates,3,7,25.4,10.0,0.1,14.7,133.0
2023-05-10,T-Mobile Park,Texas Rangers,4,Seattle Mariners,3,7,20.1,3.9,0.0,13.4,146.0
2023-05-10,Oracle Park,Washington Nationals,11,San Francisco Giants,6,17,14.8,12.3,0.0,13.4,313.0
2023-05-11,Chase Field,San Francisco Giants,6,Arizona Diamondbacks,2,8,31.7,14.2,0.0,11.0,233.0
2023-05-11,Great American Ball Park,New York Mets,0,Cincinnati Reds,5,5,25.3,12.2,0.0,15.3,193.0
2023-05-11,Kauffman Stadium,Chicago White Sox,3,Kansas City Royals,4,7,9.1,-4.0,0.0,22.1,357.0
2023-05-11,Target Field,San Diego Padres,3,Minnesota Twins,5,8,12.9,2.5,0.1,13.4,306.0
2023-05-11,Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,2,10,16.5,3.4,0.0,10.7,121.0
2023-05-11,Oakland Coliseum,Texas Rangers,4,Oakland Athletics,0,4,17.0,12.2,0.0,27.1,188.0
2023-05-12,Chase Field,San Francisco Giants,5,Arizona Diamondbacks,7,12,35.3,18.6,0.0,19.2,246.0
2023-05-12,Oriole Park at Camden Yards,Pittsburgh Pirates,3,Baltimore Orioles,6,9,28.7,11.0,0.0,11.1,132.0
2023-05-12,Fenway Park,St. Louis Cardinals,8,Boston Red Sox,6,14,6.2,-0.0,2.6,9.2,205.0
2023-05-12,Guaranteed Rate Field,Houston Astros,5,Chicago White Sox,1,6,27.2,14.5,0.0,33.5,285.0
2023-05-12,Progressive Field,Los Angeles Angels,5,Cleveland Guardians,4,9,24.0,10.1,0.0,20.2,244.0
2023-05-12,Coors Field,Philadelphia Phillies,6,Colorado Rockies,3,9,23.5,9.2,0.0,21.6,298.0
2023-05-12,Comerica Park,Seattle Mariners,9,Detroit Tigers,2,11,11.9,-0.7,0.0,16.8,267.0
2023-05-12,Dodger Stadium,San Diego Padres,2,Los Angeles Dodgers,4,6,24.6,14.6,0.0,11.8,206.0
2023-05-12,loanDepot park,Cincinnati Reds,7,Miami Marlins,4,11,39.8,23.6,0.0,14.4,66.0
2023-05-12,American Family Field,Kansas City Royals,1,Milwaukee Brewers,5,6,29.0,16.4,0.0,27.5,13.0
2023-05-12,Target Field,Chicago Cubs,6,Minnesota Twins,2,8,15.2,6.5,0.0,17.1,283.0
2023-05-12,Yankee Stadium III,Tampa Bay Rays,5,New York Yankees,6,11,14.8,3.8,2.0,7.8,167.0
2023-05-12,Oakland Coliseum,Texas Rangers,7,Oakland Athletics,9,16,18.3,14.4,0.0,30.4,172.0
2023-05-12,Rogers Centre,Atlanta Braves,0,Toronto Blue Jays,3,3,31.0,18.7,0.0,27.7,265.0
2023-05-12,Nationals Park,New York Mets,3,Washington Nationals,2,5,29.4,12.2,0.0,14.2,121.0
2023-05-13,Chase Field,San Francisco Giants,2,Arizona Diamondbacks,7,9,36.4,20.6,0.0,17.7,230.0
2023-05-13,Oriole Park at Camden Yards,Pittsburgh Pirates,0,Baltimore Orioles,2,2,30.4,14.1,0.0,27.8,270.0
2023-05-13,Fenway Park,St. Louis Cardinals,4,Boston Red Sox,3,7,4.9,-3.5,1.6,8.5,212.0
2023-05-13,Guaranteed Rate Field,Houston Astros,1,Chicago White Sox,3,4,28.4,15.2,0.0,18.0,66.0
2023-05-13,Progressive Field,Los Angeles Angels,6,Cleveland Guardians,8,14,25.6,10.7,0.0,14.7,304.0
2023-05-13,Coors Field,Philadelphia Phillies,7,Colorado Rockies,4,11,27.0,10.9,0.0,36.8,276.0
2023-05-13,Comerica Park,Seattle Mariners,5,Detroit Tigers,0,5,12.9,1.1,2.9,17.8,354.0
2023-05-13,Dodger Stadium,San Diego Padres,2,Los Angeles Dodgers,4,6,27.9,16.5,0.0,15.5,232.0
2023-05-13,loanDepot park,Cincinnati Reds,6,Miami Marlins,5,11,40.9,22.7,0.0,13.1,97.0
2023-05-13,American Family Field,Kansas City Royals,3,Milwaukee Brewers,4,7,27.4,19.1,0.0,38.1,335.0
2023-05-13,Target Field,Chicago Cubs,1,Minnesota Twins,11,12,15.0,6.5,0.1,19.8,306.0
2023-05-13,Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,9,17,11.0,1.1,1.7,7.8,185.0
2023-05-13,Oakland Coliseum,Texas Rangers,5,Oakland Athletics,0,5,17.3,13.9,2.0,26.8,187.0
2023-05-13,Rogers Centre,Atlanta Braves,2,Toronto Blue Jays,5,7,30.8,17.3,0.4,28.9,227.0
2023-05-14,Nationals Park,New York Mets,2,Washington Nationals,3,5,30.4,19.1,0.0,27.0,301.0
2023-05-14,Chase Field,San Francisco Giants,1,Arizona Diamondbacks,2,3,36.8,23.1,0.0,25.0,119.0
2023-05-14,Oriole Park at Camden Yards,Pittsburgh Pirates,4,Baltimore Orioles,0,4,30.5,16.9,0.0,21.8,280.0
2023-05-14,Fenway Park,St. Louis Cardinals,9,Boston Red Sox,1,10,6.6,-3.3,0.0,11.0,198.0
2023-05-14,Guaranteed Rate Field,Houston Astros,4,Chicago White Sox,3,7,29.0,15.7,0.0,16.8,52.0
2023-05-14,Progressive Field,Los Angeles Angels,3,Cleveland Guardians,4,7,25.5,11.8,0.0,19.5,295.0
2023-05-14,Coors Field,Philadelphia Phillies,0,Colorado Rockies,4,4,27.0,14.1,0.0,28.2,295.0
2023-05-14,Comerica Park,Seattle Mariners,3,Detroit Tigers,5,8,13.0,1.5,0.2,20.7,227.0
2023-05-14,Dodger Stadium,San Diego Padres,0,Los Angeles Dodgers,4,4,30.4,16.5,0.0,21.8,213.0
2023-05-14,loanDepot park,Cincinnati Reds,1,Miami Marlins,3,4,42.8,24.5,0.0,19.5,262.0
2023-05-14,American Family Field,Kansas City Royals,6,Milwaukee Brewers,9,15,28.3,19.2,0.0,25.7,340.0
2023-05-14,Target Field,Chicago Cubs,3,Minnesota Twins,16,19,17.2,6.1,0.0,18.8,287.0
2023-05-14,Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,7,15,10.2,2.6,19.7,8.5,167.0
2023-05-14,Oakland Coliseum,Texas Rangers,11,Oakland Athletics,3,14,18.0,13.6,0.0,31.8,154.0
2023-05-14,Rogers Centre,Atlanta Braves,5,Toronto Blue Jays,6,11,26.7,16.7,5.1,23.0,230.0
2023-05-14,Nationals Park,New York Mets,8,Washington Nationals,2,10,30.4,19.1,0.0,27.0,301.0
2023-05-15,Oriole Park at Camden Yards,Los Angeles Angels,9,Baltimore Orioles,5,14,30.7,16.7,0.0,24.7,293.0
2023-05-15,Fenway Park,Seattle Mariners,10,Boston Red Sox,1,11,6.5,-4.8,0.0,11.6,187.0
2023-05-15,Coors Field,Cincinnati Reds,8,Colorado Rockies,9,17,29.3,15.5,0.0,18.9,244.0
2023-05-15,Minute Maid Park,Chicago Cubs,4,Houston Astros,6,10,6.8,0.2,0.2,9.6,80.0
2023-05-15,Dodger Stadium,Minnesota Twins,8,Los Angeles Dodgers,9,17,31.4,20.4,0.0,20.3,205.0
2023-05-15,Oakland Coliseum,Arizona Diamondbacks,5,Oakland Athletics,2,7,21.8,15.2,0.0,36.7,177.0
2023-05-15,Petco Park,Kansas City Royals,0,San Diego Padres,4,4,32.5,18.6,0.0,17.9,180.0
2023-05-15,Oracle Park,Philadelphia Phillies,3,San Francisco Giants,6,9,20.4,14.6,0.0,36.4,172.0
2023-05-15,Busch Stadium III,Milwaukee Brewers,1,St. Louis Cardinals,18,19,15.6,5.5,0.0,28.4,22.0
2023-05-15,Globe Life Field,Atlanta Braves,12,Texas Rangers,0,12,-2.0,-12.1,0.0,10.8,173.0
2023-05-15,Rogers Centre,New York Yankees,7,Toronto Blue Jays,4,11,28.3,15.0,0.0,24.4,256.0
2023-05-15,Nationals Park,New York Mets,3,Washington Nationals,10,13,31.2,18.5,0.0,30.9,297.0
2023-05-16,Oriole Park at Camden Yards,Los Angeles Angels,3,Baltimore Orioles,7,10,33.3,16.6,0.0,15.5,320.0
2023-05-16,Fenway Park,Seattle Mariners,4,Boston Red Sox,9,13,7.5,-2.3,1.1,9.8,196.0
2023-05-16,Guaranteed Rate Field,Cleveland Guardians,3,Chicago White Sox,8,11,28.0,15.9,0.0,27.0,91.0
2023-05-16,Coors Field,Cincinnati Reds,3,Colorado Rockies,1,4,23.2,16.7,0.1,36.6,333.0
2023-05-16,Comerica Park,Pittsburgh Pirates,0,Detroit Tigers,4,4,14.4,3.6,3.6,18.5,303.0
2023-05-16,Minute Maid Park,Chicago Cubs,3,Houston Astros,7,10,4.5,0.8,8.2,6.2,102.0
2023-05-16,Dodger Stadium,Minnesota Twins,5,Los Angeles Dodgers,1,6,30.9,21.3,0.0,24.1,184.0
2023-05-16,loanDepot park,Washington Nationals,4,Miami Marlins,5,9,41.6,25.9,0.0,20.1,298.0
2023-05-16,Citi Field,Tampa Bay Rays,8,New York Mets,5,13,10.1,-2.3,1.0,5.7,143.0
2023-05-16,Oakland Coliseum,Arizona Diamondbacks,8,Oakland Athletics,9,17,23.0,17.9,0.0,40.0,195.0
2023-05-16,Petco Park,Kansas City Royals,5,San Diego Padres,4,9,30.8,21.1,0.0,18.9,169.0
2023-05-16,Oracle Park,Philadelphia Phillies,3,San Francisco Giants,4,7,22.6,17.7,0.0,40.7,191.0
2023-05-16,Busch Stadium III,Milwaukee Brewers,3,St. Louis Cardinals,2,5,16.1,4.8,0.0,28.1,350.0
2023-05-16,Globe Life Field,Atlanta Braves,4,Texas Rangers,7,11,-1.5,-12.0,1.4,11.3,189.0
2023-05-16,Rogers Centre,New York Yankees,6,Toronto Blue Jays,3,9,29.7,14.1,0.0,23.7,253.0
2023-05-17,Oriole Park at Camden Yards,Los Angeles Angels,1,Baltimore Orioles,3,4,33.4,19.5,0.0,17.2,350.0
2023-05-17,Fenway Park,Seattle Mariners,3,Boston Red Sox,12,15,6.3,-3.1,1.6,10.4,181.0
2023-05-17,Guaranteed Rate Field,Cleveland Guardians,2,Chicago White Sox,7,9,27.6,17.1,0.0,28.4,77.0
2023-05-17,Coors Field,Cincinnati Reds,6,Colorado Rockies,11,17,24.4,13.7,0.1,23.3,307.0
2023-05-17,Comerica Park,Pittsburgh Pirates,8,Detroit Tigers,0,8,12.7,1.6,9.2,14.6,346.0
2023-05-17,Minute Maid Park,Chicago Cubs,6,Houston Astros,7,13,5.2,1.7,8.6,4.0,45.0
2023-05-17,Dodger Stadium,Minnesota Twins,3,Los Angeles Dodgers,7,10,28.4,20.4,0.4,17.2,139.0
2023-05-17,loanDepot park,Washington Nationals,3,Miami Marlins,4,7,42.7,27.6,0.0,17.1,291.0
2023-05-17,Citi Field,Tampa Bay Rays,7,New York Mets,8,15,15.3,-2.0,0.0,7.2,99.0
2023-05-17,Oakland Coliseum,Arizona Diamondbacks,5,Oakland Athletics,3,8,20.2,16.2,0.0,38.5,190.0
2023-05-17,Petco Park,Kansas City Royals,4,San Diego Padres,3,7,25.2,19.9,3.0,15.6,125.0
2023-05-17,Oracle Park,Philadelphia Phillies,4,San Francisco Giants,7,11,19.7,16.4,0.0,40.5,189.0
2023-05-17,Busch Stadium III,Milwaukee Brewers,0,St. Louis Cardinals,3,3,18.1,2.5,0.0,27.4,302.0
2023-05-17,Globe Life Field,Atlanta Braves,6,Texas Rangers,5,11,-3.2,-7.4,2.0,13.9,10.0
2023-05-17,Rogers Centre,New York Yankees,0,Toronto Blue Jays,3,3,31.5,20.3,0.0,32.3,206.0
2023-05-18,Oriole Park at Camden Yards,Los Angeles Angels,6,Baltimore Orioles,5,11,32.3,20.7,0.0,31.8,38.0
2023-05-18,Guaranteed Rate Field,Cleveland Guardians,3,Chicago White Sox,1,4,30.2,16.9,0.0,22.8,47.0
2023-05-18,loanDepot park,Washington Nationals,3,Miami Marlins,5,8,41.0,26.7,0.0,22.4,323.0
2023-05-18,Citi Field,Tampa Bay Rays,2,New York Mets,3,5,7.7,1.7,5.0,6.1,229.0
2023-05-18,Busch Stadium III,Los Angeles Dodgers,8,St. Louis Cardinals,16,24,18.1,3.4,0.0,25.3,44.0
2023-05-18,Rogers Centre,New York Yankees,4,Toronto Blue Jays,2,6,27.2,15.9,2.1,51.6,284.0
2023-05-19,Angel Stadium of Anaheim,Minnesota Twins,4,Los Angeles Angels,5,9,28.0,14.6,0.0,15.4,143.0
2023-05-19,Truist Park,Seattle Mariners,2,Atlanta Braves,6,8,2.5,-6.0,5.9,16.0,353.0
2023-05-19,Guaranteed Rate Field,Kansas City Royals,0,Chicago White Sox,2,2,27.6,19.5,0.1,29.2,84.0
2023-05-19,Great American Ball Park,New York Yankees,6,Cincinnati Reds,2,8,29.5,22.1,0.0,28.7,89.0
2023-05-19,Minute Maid Park,Oakland Athletics,1,Houston Astros,5,6,5.2,2.4,5.0,5.4,70.0
2023-05-19,Citi Field,Cleveland Guardians,9,New York Mets,10,19,7.9,-2.6,1.9,7.4,208.0
2023-05-19,Citizens Bank Park,Chicago Cubs,10,Philadelphia Phillies,1,11,7.8,-1.2,0.0,10.1,351.0
2023-05-19,PNC Park,Arizona Diamondbacks,3,Pittsburgh Pirates,13,16,27.6,23.6,0.2,29.6,45.0
2023-05-19,Petco Park,Boston Red Sox,6,San Diego Padres,1,7,28.0,16.9,0.0,15.3,140.0
2023-05-19,Oracle Park,Miami Marlins,3,San Francisco Giants,4,7,15.1,12.1,0.0,32.5,153.0
2023-05-19,Busch Stadium III,Los Angeles Dodgers,5,St. Louis Cardinals,0,5,20.2,6.3,0.0,38.0,35.0
2023-05-19,Tropicana Field,Milwaukee Brewers,0,Tampa Bay Rays,1,1,36.1,21.2,0.0,18.0,272.0
2023-05-19,Globe Life Field,Colorado Rockies,2,Texas Rangers,7,9,-1.4,-6.2,0.0,11.8,190.0
2023-05-19,Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,2,8,24.1,12.8,0.0,20.6,259.0
2023-05-19,Nationals Park,Detroit Tigers,8,Washington Nationals,6,14,32.6,20.6,0.0,39.6,298.0
2023-05-20,Angel Stadium of Anaheim,Minnesota Twins,6,Los Angeles Angels,2,8,31.1,18.4,0.0,15.2,161.0
2023-05-20,Truist Park,Seattle Mariners,7,Atlanta Braves,3,10,-0.5,-7.9,2.5,26.1,13.0
2023-05-20,Guaranteed Rate Field,Kansas City Royals,1,Chicago White Sox,5,6,24.3,14.3,0.2,18.4,107.0
2023-05-20,Great American Ball Park,New York Yankees,7,Cincinnati Reds,4,11,28.9,19.2,0.0,35.3,85.0
2023-05-20,Minute Maid Park,Oakland Athletics,2,Houston Astros,3,5,5.8,1.7,16.9,5.6,112.0
2023-05-20,Citizens Bank Park,Chicago Cubs,3,Philadelphia Phillies,12,15,10.1,-2.1,1.5,14.4,315.0
2023-05-20,PNC Park,Arizona Diamondbacks,4,Pittsburgh Pirates,3,7,27.8,16.8,0.1,25.1,32.0
2023-05-20,Petco Park,Boston Red Sox,4,San Diego Padres,2,6,30.6,19.6,0.0,13.6,148.0
2023-05-20,Oracle Park,Miami Marlins,1,San Francisco Giants,0,1,16.9,14.5,0.6,35.3,226.0
2023-05-20,Busch Stadium III,Los Angeles Dodgers,5,St. Louis Cardinals,6,11,11.3,3.2,0.9,24.8,20.0
2023-05-20,Tropicana Field,Milwaukee Brewers,4,Tampa Bay Rays,8,12,36.2,21.0,0.0,16.9,293.0
2023-05-20,Globe Life Field,Colorado Rockies,5,Texas Rangers,11,16,0.1,-8.9,0.3,17.7,191.0
2023-05-20,Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,5,11,24.6,14.1,5.7,22.0,229.0
2023-05-20,Nationals Park,Detroit Tigers,2,Washington Nationals,5,7,30.5,19.1,0.0,31.4,336.0
2023-05-21,Angel Stadium of Anaheim,Minnesota Twins,2,Los Angeles Angels,4,6,26.2,17.1,0.3,21.8,51.0
2023-05-21,Truist Park,Seattle Mariners,2,Atlanta Braves,3,5,1.4,-16.9,0.8,20.1,339.0
2023-05-21,Guaranteed Rate Field,Kansas City Royals,2,Chicago White Sox,5,7,23.8,14.3,0.1,26.5,312.0
2023-05-21,Great American Ball Park,New York Yankees,4,Cincinnati Reds,1,5,27.4,18.4,0.0,26.4,78.0
2023-05-21,Minute Maid Park,Oakland Athletics,0,Houston Astros,2,2,6.0,1.7,7.9,5.8,92.0
2023-05-21,Citi Field,Cleveland Guardians,4,New York Mets,5,9,7.9,-0.5,33.7,9.3,185.0
2023-05-21,Citi Field,Cleveland Guardians,1,New York Mets,2,3,7.9,-0.5,33.7,9.3,185.0
2023-05-21,Citizens Bank Park,Chicago Cubs,1,Philadelphia Phillies,2,3,9.7,-0.1,0.1,11.8,314.0
2023-05-21,PNC Park,Arizona Diamondbacks,8,Pittsburgh Pirates,3,11,28.8,16.5,0.0,28.9,47.0
