game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Thursday, May 11, 2023",Kauffman Stadium,Chicago White Sox,3,Kansas City Royals,4
"Thursday, May 11, 2023",Target Field,San Diego Padres,3,Minnesota Twins,5
"Thursday, May 11, 2023",Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,2
"Thursday, May 11, 2023",Oakland Coliseum,Texas Rangers,4,Oakland Athletics,0
"Friday, May 12, 2023",Chase Field,San Francisco Giants,5,Arizona Diamondbacks,7
"Friday, May 12, 2023",Oriole Park at Camden Yards,Pittsburgh Pirates,3,Baltimore Orioles,6
"Friday, May 12, 2023",Fenway Park,St. Louis Cardinals,8,Boston Red Sox,6
"Friday, May 12, 2023",Guaranteed Rate Field,Houston Astros,5,Chicago White Sox,1
"Friday, May 12, 2023",Progressive Field,Los Angeles Angels,5,Cleveland Guardians,4
"Friday, May 12, 2023",Coors Field,Philadelphia Phillies,6,Colorado Rockies,3
"Friday, May 12, 2023",Comerica Park,Seattle Mariners,9,Detroit Tigers,2
"Friday, May 12, 2023",Dodger Stadium,San Diego Padres,2,Los Angeles Dodgers,4
"Friday, May 12, 2023",loanDepot park,Cincinnati Reds,7,Miami Marlins,4
"Friday, May 12, 2023",American Family Field,Kansas City Royals,1,Milwaukee Brewers,5
"Friday, May 12, 2023",Target Field,Chicago Cubs,6,Minnesota Twins,2
"Friday, May 12, 2023",Yankee Stadium III,Tampa Bay Rays,5,New York Yankees,6
"Friday, May 12, 2023",Oakland Coliseum,Texas Rangers,7,Oakland Athletics,9
"Friday, May 12, 2023",Rogers Centre,Atlanta Braves,0,Toronto Blue Jays,3
"Friday, May 12, 2023",Nationals Park,New York Mets,3,Washington Nationals,2
"Saturday, May 13, 2023",Chase Field,San Francisco Giants,2,Arizona Diamondbacks,7
"Saturday, May 13, 2023",Oriole Park at Camden Yards,Pittsburgh Pirates,0,Baltimore Orioles,2
"Saturday, May 13, 2023",Fenway Park,St. Louis Cardinals,4,Boston Red Sox,3
"Saturday, May 13, 2023",Guaranteed Rate Field,Houston Astros,1,Chicago White Sox,3
"Saturday, May 13, 2023",Progressive Field,Los Angeles Angels,6,Cleveland Guardians,8
"Saturday, May 13, 2023",Coors Field,Philadelphia Phillies,7,Colorado Rockies,4
"Saturday, May 13, 2023",Comerica Park,Seattle Mariners,5,Detroit Tigers,0
"Saturday, May 13, 2023",Dodger Stadium,San Diego Padres,2,Los Angeles Dodgers,4
"Saturday, May 13, 2023",loanDepot park,Cincinnati Reds,6,Miami Marlins,5
"Saturday, May 13, 2023",American Family Field,Kansas City Royals,3,Milwaukee Brewers,4
"Saturday, May 13, 2023",Target Field,Chicago Cubs,1,Minnesota Twins,11
"Saturday, May 13, 2023",Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,9
"Saturday, May 13, 2023",Oakland Coliseum,Texas Rangers,5,Oakland Athletics,0
"Saturday, May 13, 2023",Rogers Centre,Atlanta Braves,2,Toronto Blue Jays,5
"Sunday, May 14, 2023",Nationals Park,New York Mets,2,Washington Nationals,3
"Sunday, May 14, 2023",Chase Field,San Francisco Giants,1,Arizona Diamondbacks,2
"Sunday, May 14, 2023",Oriole Park at Camden Yards,Pittsburgh Pirates,4,Baltimore Orioles,0
"Sunday, May 14, 2023",Fenway Park,St. Louis Cardinals,9,Boston Red Sox,1
"Sunday, May 14, 2023",Guaranteed Rate Field,Houston Astros,4,Chicago White Sox,3
"Sunday, May 14, 2023",Progressive Field,Los Angeles Angels,3,Cleveland Guardians,4
"Sunday, May 14, 2023",Coors Field,Philadelphia Phillies,0,Colorado Rockies,4
"Sunday, May 14, 2023",Comerica Park,Seattle Mariners,3,Detroit Tigers,5
"Sunday, May 14, 2023",Dodger Stadium,San Diego Padres,0,Los Angeles Dodgers,4
"Sunday, May 14, 2023",loanDepot park,Cincinnati Reds,1,Miami Marlins,3
"Sunday, May 14, 2023",American Family Field,Kansas City Royals,6,Milwaukee Brewers,9
"Sunday, May 14, 2023",Target Field,Chicago Cubs,3,Minnesota Twins,16
"Sunday, May 14, 2023",Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,7
"Sunday, May 14, 2023",Oakland Coliseum,Texas Rangers,11,Oakland Athletics,3
"Sunday, May 14, 2023",Rogers Centre,Atlanta Braves,5,Toronto Blue Jays,6
"Sunday, May 14, 2023",Nationals Park,New York Mets,8,Washington Nationals,2
"Monday, May 15, 2023",Oriole Park at Camden Yards,Los Angeles Angels,9,Baltimore Orioles,5
"Monday, May 15, 2023",Fenway Park,Seattle Mariners,10,Boston Red Sox,1
"Monday, May 15, 2023",Coors Field,Cincinnati Reds,8,Colorado Rockies,9
"Monday, May 15, 2023",Minute Maid Park,Chicago Cubs,4,Houston Astros,6
"Monday, May 15, 2023",Dodger Stadium,Minnesota Twins,8,Los Angeles Dodgers,9
"Monday, May 15, 2023",Oakland Coliseum,Arizona Diamondbacks,5,Oakland Athletics,2
"Monday, May 15, 2023",Petco Park,Kansas City Royals,0,San Diego Padres,4
"Monday, May 15, 2023",Oracle Park,Philadelphia Phillies,3,San Francisco Giants,6
"Monday, May 15, 2023",Busch Stadium III,Milwaukee Brewers,1,St. Louis Cardinals,18
"Monday, May 15, 2023",Globe Life Field,Atlanta Braves,12,Texas Rangers,0
"Monday, May 15, 2023",Rogers Centre,New York Yankees,7,Toronto Blue Jays,4
"Monday, May 15, 2023",Nationals Park,New York Mets,3,Washington Nationals,10
"Tuesday, May 16, 2023",Oriole Park at Camden Yards,Los Angeles Angels,3,Baltimore Orioles,7
"Tuesday, May 16, 2023",Fenway Park,Seattle Mariners,4,Boston Red Sox,9
"Tuesday, May 16, 2023",Guaranteed Rate Field,Cleveland Guardians,3,Chicago White Sox,8
"Tuesday, May 16, 2023",Coors Field,Cincinnati Reds,3,Colorado Rockies,1
"Tuesday, May 16, 2023",Comerica Park,Pittsburgh Pirates,0,Detroit Tigers,4
"Tuesday, May 16, 2023",Minute Maid Park,Chicago Cubs,3,Houston Astros,7
"Tuesday, May 16, 2023",Dodger Stadium,Minnesota Twins,5,Los Angeles Dodgers,1
"Tuesday, May 16, 2023",loanDepot park,Washington Nationals,4,Miami Marlins,5
"Tuesday, May 16, 2023",Citi Field,Tampa Bay Rays,8,New York Mets,5
"Tuesday, May 16, 2023",Oakland Coliseum,Arizona Diamondbacks,8,Oakland Athletics,9
"Tuesday, May 16, 2023",Petco Park,Kansas City Royals,5,San Diego Padres,4
"Tuesday, May 16, 2023",Oracle Park,Philadelphia Phillies,3,San Francisco Giants,4
"Tuesday, May 16, 2023",Busch Stadium III,Milwaukee Brewers,3,St. Louis Cardinals,2
"Tuesday, May 16, 2023",Globe Life Field,Atlanta Braves,4,Texas Rangers,7
"Tuesday, May 16, 2023",Rogers Centre,New York Yankees,6,Toronto Blue Jays,3
"Wednesday, May 17, 2023",Oriole Park at Camden Yards,Los Angeles Angels,1,Baltimore Orioles,3
"Wednesday, May 17, 2023",Fenway Park,Seattle Mariners,3,Boston Red Sox,12
"Wednesday, May 17, 2023",Guaranteed Rate Field,Cleveland Guardians,2,Chicago White Sox,7
"Wednesday, May 17, 2023",Coors Field,Cincinnati Reds,6,Colorado Rockies,11
"Wednesday, May 17, 2023",Comerica Park,Pittsburgh Pirates,8,Detroit Tigers,0
"Wednesday, May 17, 2023",Minute Maid Park,Chicago Cubs,6,Houston Astros,7
"Wednesday, May 17, 2023",Dodger Stadium,Minnesota Twins,3,Los Angeles Dodgers,7
"Wednesday, May 17, 2023",loanDepot park,Washington Nationals,3,Miami Marlins,4
"Wednesday, May 17, 2023",Citi Field,Tampa Bay Rays,7,New York Mets,8
"Wednesday, May 17, 2023",Oakland Coliseum,Arizona Diamondbacks,5,Oakland Athletics,3
"Wednesday, May 17, 2023",Petco Park,Kansas City Royals,4,San Diego Padres,3
"Wednesday, May 17, 2023",Oracle Park,Philadelphia Phillies,4,San Francisco Giants,7
"Wednesday, May 17, 2023",Busch Stadium III,Milwaukee Brewers,0,St. Louis Cardinals,3
"Wednesday, May 17, 2023",Globe Life Field,Atlanta Braves,6,Texas Rangers,5
"Wednesday, May 17, 2023",Rogers Centre,New York Yankees,0,Toronto Blue Jays,3
"Thursday, May 18, 2023",Oriole Park at Camden Yards,Los Angeles Angels,6,Baltimore Orioles,5
"Thursday, May 18, 2023",Guaranteed Rate Field,Cleveland Guardians,3,Chicago White Sox,1
"Thursday, May 18, 2023",loanDepot park,Washington Nationals,3,Miami Marlins,5
"Thursday, May 18, 2023",Citi Field,Tampa Bay Rays,2,New York Mets,3
"Thursday, May 18, 2023",Busch Stadium III,Los Angeles Dodgers,8,St. Louis Cardinals,16
"Thursday, May 18, 2023",Rogers Centre,New York Yankees,4,Toronto Blue Jays,2
"Friday, May 19, 2023",Angel Stadium of Anaheim,Minnesota Twins,4,Los Angeles Angels,5
"Friday, May 19, 2023",Truist Park,Seattle Mariners,2,Atlanta Braves,6
"Friday, May 19, 2023",Guaranteed Rate Field,Kansas City Royals,0,Chicago White Sox,2
"Friday, May 19, 2023",Great American Ball Park,New York Yankees,6,Cincinnati Reds,2
"Friday, May 19, 2023",Minute Maid Park,Oakland Athletics,1,Houston Astros,5
"Friday, May 19, 2023",Citi Field,Cleveland Guardians,9,New York Mets,10
"Friday, May 19, 2023",Citizens Bank Park,Chicago Cubs,10,Philadelphia Phillies,1
"Friday, May 19, 2023",PNC Park,Arizona Diamondbacks,3,Pittsburgh Pirates,13
"Friday, May 19, 2023",Petco Park,Boston Red Sox,6,San Diego Padres,1
"Friday, May 19, 2023",Oracle Park,Miami Marlins,3,San Francisco Giants,4
"Friday, May 19, 2023",Busch Stadium III,Los Angeles Dodgers,5,St. Louis Cardinals,0
"Friday, May 19, 2023",Tropicana Field,Milwaukee Brewers,0,Tampa Bay Rays,1
"Friday, May 19, 2023",Globe Life Field,Colorado Rockies,2,Texas Rangers,7
"Friday, May 19, 2023",Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,2
"Friday, May 19, 2023",Nationals Park,Detroit Tigers,8,Washington Nationals,6
"Saturday, May 20, 2023",Angel Stadium of Anaheim,Minnesota Twins,6,Los Angeles Angels,2
"Saturday, May 20, 2023",Truist Park,Seattle Mariners,7,Atlanta Braves,3
"Saturday, May 20, 2023",Guaranteed Rate Field,Kansas City Royals,1,Chicago White Sox,5
"Saturday, May 20, 2023",Great American Ball Park,New York Yankees,7,Cincinnati Reds,4
"Saturday, May 20, 2023",Minute Maid Park,Oakland Athletics,2,Houston Astros,3
"Saturday, May 20, 2023",Citizens Bank Park,Chicago Cubs,3,Philadelphia Phillies,12
"Saturday, May 20, 2023",PNC Park,Arizona Diamondbacks,4,Pittsburgh Pirates,3
"Saturday, May 20, 2023",Petco Park,Boston Red Sox,4,San Diego Padres,2
"Saturday, May 20, 2023",Oracle Park,Miami Marlins,1,San Francisco Giants,0
"Saturday, May 20, 2023",Busch Stadium III,Los Angeles Dodgers,5,St. Louis Cardinals,6
"Saturday, May 20, 2023",Tropicana Field,Milwaukee Brewers,4,Tampa Bay Rays,8
"Saturday, May 20, 2023",Globe Life Field,Colorado Rockies,5,Texas Rangers,11
"Saturday, May 20, 2023",Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,5
"Saturday, May 20, 2023",Nationals Park,Detroit Tigers,2,Washington Nationals,5
"Sunday, May 21, 2023",Angel Stadium of Anaheim,Minnesota Twins,2,Los Angeles Angels,4
"Sunday, May 21, 2023",Truist Park,Seattle Mariners,2,Atlanta Braves,3
"Sunday, May 21, 2023",Guaranteed Rate Field,Kansas City Royals,2,Chicago White Sox,5
"Sunday, May 21, 2023",Great American Ball Park,New York Yankees,4,Cincinnati Reds,1
"Sunday, May 21, 2023",Minute Maid Park,Oakland Athletics,0,Houston Astros,2
"Sunday, May 21, 2023",Citi Field,Cleveland Guardians,4,New York Mets,5
"Sunday, May 21, 2023",Citi Field,Cleveland Guardians,1,New York Mets,2
"Sunday, May 21, 2023",Citizens Bank Park,Chicago Cubs,1,Philadelphia Phillies,2
"Sunday, May 21, 2023",PNC Park,Arizona Diamondbacks,8,Pittsburgh Pirates,3
"Sunday, May 21, 2023",Petco Park,Boston Red Sox,0,San Diego Padres,7
"Sunday, May 21, 2023",Oracle Park,Miami Marlins,5,San Francisco Giants,7
"Sunday, May 21, 2023",Busch Stadium III,Los Angeles Dodgers,5,St. Louis Cardinals,10
"Sunday, May 21, 2023",Tropicana Field,Milwaukee Brewers,6,Tampa Bay Rays,4
"Sunday, May 21, 2023",Globe Life Field,Colorado Rockies,3,Texas Rangers,13
"Sunday, May 21, 2023",Rogers Centre,Baltimore Orioles,8,Toronto Blue Jays,3
"Sunday, May 21, 2023",Nationals Park,Detroit Tigers,4,Washington Nationals,6
"Monday, May 22, 2023",Angel Stadium of Anaheim,Boston Red Sox,1,Los Angeles Angels,2
"Monday, May 22, 2023",Truist Park,Los Angeles Dodgers,8,Atlanta Braves,6
"Monday, May 22, 2023",Great American Ball Park,St. Louis Cardinals,5,Cincinnati Reds,6
"Monday, May 22, 2023",Progressive Field,Chicago White Sox,0,Cleveland Guardians,3
"Monday, May 22, 2023",Coors Field,Miami Marlins,3,Colorado Rockies,5
"Monday, May 22, 2023",Kauffman Stadium,Detroit Tigers,8,Kansas City Royals,5
"Monday, May 22, 2023",American Family Field,Houston Astros,12,Milwaukee Brewers,2
"Monday, May 22, 2023",Target Field,San Francisco Giants,4,Minnesota Twins,1
"Monday, May 22, 2023",Citizens Bank Park,Arizona Diamondbacks,6,Philadelphia Phillies,3
"Monday, May 22, 2023",PNC Park,Texas Rangers,4,Pittsburgh Pirates,6
"Monday, May 22, 2023",T-Mobile Park,Oakland Athletics,2,Seattle Mariners,11
"Monday, May 22, 2023",Tropicana Field,Toronto Blue Jays,4,Tampa Bay Rays,6
"Tuesday, May 23, 2023",Angel Stadium of Anaheim,Boston Red Sox,0,Los Angeles Angels,4
"Tuesday, May 23, 2023",Truist Park,Los Angeles Dodgers,8,Atlanta Braves,1
"Tuesday, May 23, 2023",Wrigley Field,New York Mets,2,Chicago Cubs,7
"Tuesday, May 23, 2023",Great American Ball Park,St. Louis Cardinals,8,Cincinnati Reds,5
"Tuesday, May 23, 2023",Progressive Field,Chicago White Sox,4,Cleveland Guardians,2
"Tuesday, May 23, 2023",Coors Field,Miami Marlins,4,Colorado Rockies,5
"Tuesday, May 23, 2023",Kauffman Stadium,Detroit Tigers,1,Kansas City Royals,4
"Tuesday, May 23, 2023",American Family Field,Houston Astros,0,Milwaukee Brewers,6
"Tuesday, May 23, 2023",Target Field,San Francisco Giants,4,Minnesota Twins,3
"Tuesday, May 23, 2023",Yankee Stadium III,Baltimore Orioles,5,New York Yankees,6
"Tuesday, May 23, 2023",Citizens Bank Park,Arizona Diamondbacks,4,Philadelphia Phillies,3
"Tuesday, May 23, 2023",PNC Park,Texas Rangers,6,Pittsburgh Pirates,1
"Tuesday, May 23, 2023",T-Mobile Park,Oakland Athletics,2,Seattle Mariners,3
"Tuesday, May 23, 2023",Tropicana Field,Toronto Blue Jays,20,Tampa Bay Rays,1
"Tuesday, May 23, 2023",Nationals Park,San Diego Padres,7,Washington Nationals,4
"Wednesday, May 24, 2023",Angel Stadium of Anaheim,Boston Red Sox,3,Los Angeles Angels,7
"Wednesday, May 24, 2023",Truist Park,Los Angeles Dodgers,3,Atlanta Braves,4
"Wednesday, May 24, 2023",Wrigley Field,New York Mets,2,Chicago Cubs,4
"Wednesday, May 24, 2023",Great American Ball Park,St. Louis Cardinals,3,Cincinnati Reds,10
"Wednesday, May 24, 2023",Progressive Field,Chicago White Sox,6,Cleveland Guardians,0
"Wednesday, May 24, 2023",Coors Field,Miami Marlins,10,Colorado Rockies,2
"Wednesday, May 24, 2023",Kauffman Stadium,Detroit Tigers,6,Kansas City Royals,4
"Wednesday, May 24, 2023",American Family Field,Houston Astros,0,Milwaukee Brewers,4
"Wednesday, May 24, 2023",Target Field,San Francisco Giants,1,Minnesota Twins,7
"Wednesday, May 24, 2023",Yankee Stadium III,Baltimore Orioles,9,New York Yankees,6
"Wednesday, May 24, 2023",Citizens Bank Park,Arizona Diamondbacks,5,Philadelphia Phillies,6
"Wednesday, May 24, 2023",PNC Park,Texas Rangers,3,Pittsburgh Pirates,2
"Wednesday, May 24, 2023",T-Mobile Park,Oakland Athletics,1,Seattle Mariners,6
"Wednesday, May 24, 2023",Tropicana Field,Toronto Blue Jays,3,Tampa Bay Rays,7
"Wednesday, May 24, 2023",Nationals Park,San Diego Padres,3,Washington Nationals,5
"Thursday, May 25, 2023",Truist Park,Philadelphia Phillies,5,Atlanta Braves,8
"Thursday, May 25, 2023",Wrigley Field,New York Mets,10,Chicago Cubs,1
"Thursday, May 25, 2023",Great American Ball Park,St. Louis Cardinals,2,Cincinnati Reds,1
"Thursday, May 25, 2023",Coors Field,Miami Marlins,6,Colorado Rockies,7
"Thursday, May 25, 2023",Comerica Park,Chicago White Sox,2,Detroit Tigers,7
"Thursday, May 25, 2023",American Family Field,San Francisco Giants,5,Milwaukee Brewers,0
"Thursday, May 25, 2023",Yankee Stadium III,Baltimore Orioles,3,New York Yankees,1
"Thursday, May 25, 2023",T-Mobile Park,Oakland Athletics,2,Seattle Mariners,3
"Thursday, May 25, 2023",Tropicana Field,Toronto Blue Jays,3,Tampa Bay Rays,6
"Thursday, May 25, 2023",Nationals Park,San Diego Padres,8,Washington Nationals,6
"Friday, May 26, 2023",Angel Stadium of Anaheim,Miami Marlins,6,Los Angeles Angels,2
"Friday, May 26, 2023",Chase Field,Boston Red Sox,7,Arizona Diamondbacks,2
"Friday, May 26, 2023",Truist Park,Philadelphia Phillies,6,Atlanta Braves,4
"Friday, May 26, 2023",Oriole Park at Camden Yards,Texas Rangers,12,Baltimore Orioles,2
"Friday, May 26, 2023",Wrigley Field,Cincinnati Reds,9,Chicago Cubs,0
"Friday, May 26, 2023",Progressive Field,St. Louis Cardinals,3,Cleveland Guardians,4
"Friday, May 26, 2023",Coors Field,New York Mets,5,Colorado Rockies,2
"Friday, May 26, 2023",Comerica Park,Chicago White Sox,12,Detroit Tigers,3
"Friday, May 26, 2023",Kauffman Stadium,Washington Nationals,12,Kansas City Royals,10
"Friday, May 26, 2023",American Family Field,San Francisco Giants,15,Milwaukee Brewers,1
"Friday, May 26, 2023",Target Field,Toronto Blue Jays,3,Minnesota Twins,1
"Friday, May 26, 2023",Yankee Stadium III,San Diego Padres,5,New York Yankees,1
"Friday, May 26, 2023",Oakland Coliseum,Houston Astros,5,Oakland Athletics,2
"Friday, May 26, 2023",T-Mobile Park,Pittsburgh Pirates,11,Seattle Mariners,6
"Friday, May 26, 2023",Tropicana Field,Los Angeles Dodgers,3,Tampa Bay Rays,9
"Saturday, May 27, 2023",Angel Stadium of Anaheim,Miami Marlins,8,Los Angeles Angels,5
"Saturday, May 27, 2023",Chase Field,Boston Red Sox,2,Arizona Diamondbacks,1
"Saturday, May 27, 2023",Truist Park,Philadelphia Phillies,2,Atlanta Braves,1
"Saturday, May 27, 2023",Oriole Park at Camden Yards,Texas Rangers,5,Baltimore Orioles,3
"Saturday, May 27, 2023",Wrigley Field,Cincinnati Reds,8,Chicago Cubs,5
"Saturday, May 27, 2023",Progressive Field,St. Louis Cardinals,2,Cleveland Guardians,1
"Saturday, May 27, 2023",Coors Field,New York Mets,7,Colorado Rockies,10
"Saturday, May 27, 2023",Comerica Park,Chicago White Sox,3,Detroit Tigers,7
"Saturday, May 27, 2023",Kauffman Stadium,Washington Nationals,4,Kansas City Royals,2
"Saturday, May 27, 2023",American Family Field,San Francisco Giants,3,Milwaukee Brewers,1
"Saturday, May 27, 2023",Target Field,Toronto Blue Jays,7,Minnesota Twins,9
"Saturday, May 27, 2023",Yankee Stadium III,San Diego Padres,2,New York Yankees,3
"Saturday, May 27, 2023",Oakland Coliseum,Houston Astros,6,Oakland Athletics,3
"Saturday, May 27, 2023",T-Mobile Park,Pittsburgh Pirates,0,Seattle Mariners,5
"Saturday, May 27, 2023",Tropicana Field,Los Angeles Dodgers,6,Tampa Bay Rays,5
"Sunday, May 28, 2023",Angel Stadium of Anaheim,Miami Marlins,2,Los Angeles Angels,0
"Sunday, May 28, 2023",Chase Field,Boston Red Sox,2,Arizona Diamondbacks,4
"Sunday, May 28, 2023",Truist Park,Philadelphia Phillies,4,Atlanta Braves,11
"Sunday, May 28, 2023",Oriole Park at Camden Yards,Texas Rangers,2,Baltimore Orioles,3
"Sunday, May 28, 2023",Wrigley Field,Cincinnati Reds,8,Chicago Cubs,5
"Sunday, May 28, 2023",Progressive Field,St. Louis Cardinals,3,Cleveland Guardians,4
"Sunday, May 28, 2023",Coors Field,New York Mets,10,Colorado Rockies,11
"Sunday, May 28, 2023",Comerica Park,Chicago White Sox,5,Detroit Tigers,6
"Sunday, May 28, 2023",Kauffman Stadium,Washington Nationals,2,Kansas City Royals,3
"Sunday, May 28, 2023",American Family Field,San Francisco Giants,5,Milwaukee Brewers,7
"Sunday, May 28, 2023",Target Field,Toronto Blue Jays,3,Minnesota Twins,0
"Sunday, May 28, 2023",Yankee Stadium III,San Diego Padres,7,New York Yankees,10
"Sunday, May 28, 2023",Oakland Coliseum,Houston Astros,10,Oakland Athletics,1
"Sunday, May 28, 2023",T-Mobile Park,Pittsburgh Pirates,3,Seattle Mariners,6
"Sunday, May 28, 2023",Tropicana Field,Los Angeles Dodgers,10,Tampa Bay Rays,11
"Monday, May 29, 2023",Chase Field,Colorado Rockies,5,Arizona Diamondbacks,7
"Monday, May 29, 2023",Oriole Park at Camden Yards,Cleveland Guardians,5,Baltimore Orioles,0
"Monday, May 29, 2023",Guaranteed Rate Field,Los Angeles Angels,6,Chicago White Sox,4
"Monday, May 29, 2023",Wrigley Field,Tampa Bay Rays,0,Chicago Cubs,1
"Monday, May 29, 2023",Comerica Park,Texas Rangers,5,Detroit Tigers,0
"Monday, May 29, 2023",Minute Maid Park,Minnesota Twins,7,Houston Astros,5
"Monday, May 29, 2023",Dodger Stadium,Washington Nationals,1,Los Angeles Dodgers,6
"Monday, May 29, 2023",Oakland Coliseum,Atlanta Braves,2,Oakland Athletics,7
"Monday, May 29, 2023",T-Mobile Park,New York Yankees,10,Seattle Mariners,4
"Monday, May 29, 2023",Oracle Park,Pittsburgh Pirates,4,San Francisco Giants,14
"Monday, May 29, 2023",Busch Stadium III,Kansas City Royals,7,St. Louis Cardinals,0
"Tuesday, May 30, 2023",Chase Field,Colorado Rockies,1,Arizona Diamondbacks,5
"Tuesday, May 30, 2023",Oriole Park at Camden Yards,Cleveland Guardians,5,Baltimore Orioles,8
"Tuesday, May 30, 2023",Fenway Park,Cincinnati Reds,9,Boston Red Sox,8
"Tuesday, May 30, 2023",Guaranteed Rate Field,Los Angeles Angels,3,Chicago White Sox,7
"Tuesday, May 30, 2023",Wrigley Field,Tampa Bay Rays,1,Chicago Cubs,2
"Tuesday, May 30, 2023",Comerica Park,Texas Rangers,10,Detroit Tigers,6
"Tuesday, May 30, 2023",Minute Maid Park,Minnesota Twins,1,Houston Astros,5
"Tuesday, May 30, 2023",Dodger Stadium,Washington Nationals,3,Los Angeles Dodgers,9
"Tuesday, May 30, 2023",loanDepot park,San Diego Padres,9,Miami Marlins,4
"Tuesday, May 30, 2023",Citi Field,Philadelphia Phillies,0,New York Mets,2
"Tuesday, May 30, 2023",Oakland Coliseum,Atlanta Braves,1,Oakland Athletics,2
"Tuesday, May 30, 2023",T-Mobile Park,New York Yankees,10,Seattle Mariners,2
"Tuesday, May 30, 2023",Oracle Park,Pittsburgh Pirates,2,San Francisco Giants,1
"Tuesday, May 30, 2023",Busch Stadium III,Kansas City Royals,1,St. Louis Cardinals,2
"Tuesday, May 30, 2023",Rogers Centre,Milwaukee Brewers,2,Toronto Blue Jays,7
"Wednesday, May 31, 2023",Chase Field,Colorado Rockies,0,Arizona Diamondbacks,6
"Wednesday, May 31, 2023",Oriole Park at Camden Yards,Cleveland Guardians,12,Baltimore Orioles,8
"Wednesday, May 31, 2023",Fenway Park,Cincinnati Reds,5,Boston Red Sox,4
"Wednesday, May 31, 2023",Guaranteed Rate Field,Los Angeles Angels,12,Chicago White Sox,5
"Wednesday, May 31, 2023",Wrigley Field,Tampa Bay Rays,4,Chicago Cubs,3
"Wednesday, May 31, 2023",Comerica Park,Texas Rangers,2,Detroit Tigers,3
"Wednesday, May 31, 2023",Minute Maid Park,Minnesota Twins,8,Houston Astros,2
"Wednesday, May 31, 2023",Dodger Stadium,Washington Nationals,10,Los Angeles Dodgers,6
"Wednesday, May 31, 2023",loanDepot park,San Diego Padres,1,Miami Marlins,2
"Wednesday, May 31, 2023",Citi Field,Philadelphia Phillies,1,New York Mets,4
"Wednesday, May 31, 2023",Oakland Coliseum,Atlanta Braves,4,Oakland Athletics,2
"Wednesday, May 31, 2023",T-Mobile Park,New York Yankees,0,Seattle Mariners,1
"Wednesday, May 31, 2023",Oracle Park,Pittsburgh Pirates,9,San Francisco Giants,4
"Wednesday, May 31, 2023",Rogers Centre,Milwaukee Brewers,4,Toronto Blue Jays,2
"Thursday, June 1, 2023",Chase Field,Colorado Rockies,4,Arizona Diamondbacks,5
"Thursday, June 1, 2023",Fenway Park,Cincinnati Reds,2,Boston Red Sox,8
"Thursday, June 1, 2023",Minute Maid Park,Los Angeles Angels,2,Houston Astros,5
"Thursday, June 1, 2023",loanDepot park,San Diego Padres,10,Miami Marlins,1
"Thursday, June 1, 2023",Target Field,Cleveland Guardians,6,Minnesota Twins,7
"Thursday, June 1, 2023",Citi Field,Philadelphia Phillies,2,New York Mets,4
"Thursday, June 1, 2023",Rogers Centre,Milwaukee Brewers,1,Toronto Blue Jays,3
"Friday, June 2, 2023",Chase Field,Atlanta Braves,2,Arizona Diamondbacks,3
"Friday, June 2, 2023",Guaranteed Rate Field,Detroit Tigers,0,Chicago White Sox,3
"Friday, June 2, 2023",Great American Ball Park,Milwaukee Brewers,5,Cincinnati Reds,4
"Friday, June 2, 2023",Minute Maid Park,Los Angeles Angels,2,Houston Astros,6
"Friday, June 2, 2023",Kauffman Stadium,Colorado Rockies,7,Kansas City Royals,2
"Friday, June 2, 2023",Dodger Stadium,New York Yankees,4,Los Angeles Dodgers,8
"Friday, June 2, 2023",loanDepot park,Oakland Athletics,0,Miami Marlins,4
"Friday, June 2, 2023",Target Field,Cleveland Guardians,0,Minnesota Twins,1
"Friday, June 2, 2023",Citi Field,Toronto Blue Jays,3,New York Mets,0
"Friday, June 2, 2023",PNC Park,St. Louis Cardinals,5,Pittsburgh Pirates,7
"Friday, June 2, 2023",Petco Park,Chicago Cubs,2,San Diego Padres,1
"Friday, June 2, 2023",Oracle Park,Baltimore Orioles,3,San Francisco Giants,2
"Friday, June 2, 2023",Globe Life Field,Seattle Mariners,0,Texas Rangers,2
"Friday, June 2, 2023",Nationals Park,Philadelphia Phillies,7,Washington Nationals,8
"Saturday, June 3, 2023",Chase Field,Atlanta Braves,5,Arizona Diamondbacks,2
"Saturday, June 3, 2023",Fenway Park,Tampa Bay Rays,5,Boston Red Sox,8
"Saturday, June 3, 2023",Fenway Park,Tampa Bay Rays,4,Boston Red Sox,2
"Saturday, June 3, 2023",Guaranteed Rate Field,Detroit Tigers,1,Chicago White Sox,2
"Saturday, June 3, 2023",Great American Ball Park,Milwaukee Brewers,10,Cincinnati Reds,8
"Saturday, June 3, 2023",Minute Maid Park,Los Angeles Angels,6,Houston Astros,9
"Saturday, June 3, 2023",Kauffman Stadium,Colorado Rockies,6,Kansas City Royals,4
"Saturday, June 3, 2023",Dodger Stadium,New York Yankees,6,Los Angeles Dodgers,3
"Saturday, June 3, 2023",loanDepot park,Oakland Athletics,1,Miami Marlins,12
"Saturday, June 3, 2023",Target Field,Cleveland Guardians,4,Minnesota Twins,2
