game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Sunday, August 20, 2023",Coors Field,Chicago White Sox,10,Colorado Rockies,5
"Sunday, August 20, 2023",Minute Maid Park,Seattle Mariners,7,Houston Astros,6
"Sunday, August 20, 2023",Target Field,Pittsburgh Pirates,0,Minnesota Twins,2
"Sunday, August 20, 2023",Yankee Stadium III,Boston Red Sox,6,New York Yankees,5
"Sunday, August 20, 2023",Oakland Coliseum,Baltimore Orioles,12,Oakland Athletics,1
"Sunday, August 20, 2023",Busch Stadium III,New York Mets,3,St. Louis Cardinals,7
"Sunday, August 20, 2023",Globe Life Field,Milwaukee Brewers,6,Texas Rangers,2
"Sunday, August 20, 2023",Muncy Bank Ballpark,Philadelphia Phillies,3,Washington Nationals,4
"Monday, August 21, 2023",Chase Field,Texas Rangers,3,Arizona Diamondbacks,4
"Monday, August 21, 2023",Truist Park,New York Mets,10,Atlanta Braves,4
"Monday, August 21, 2023",Guaranteed Rate Field,Seattle Mariners,14,Chicago White Sox,2
"Monday, August 21, 2023",Comerica Park,Chicago Cubs,7,Detroit Tigers,6
"Monday, August 21, 2023",Minute Maid Park,Boston Red Sox,4,Houston Astros,9
"Monday, August 21, 2023",Oakland Coliseum,Kansas City Royals,4,Oakland Athletics,6
"Monday, August 21, 2023",Citizens Bank Park,San Francisco Giants,4,Philadelphia Phillies,10
"Monday, August 21, 2023",PNC Park,St. Louis Cardinals,1,Pittsburgh Pirates,11
"Monday, August 21, 2023",Petco Park,Miami Marlins,2,San Diego Padres,6
"Tuesday, August 22, 2023",Angel Stadium of Anaheim,Cincinnati Reds,4,Los Angeles Angels,3
"Tuesday, August 22, 2023",Chase Field,Texas Rangers,3,Arizona Diamondbacks,6
"Tuesday, August 22, 2023",Truist Park,New York Mets,2,Atlanta Braves,3
"Tuesday, August 22, 2023",Oriole Park at Camden Yards,Toronto Blue Jays,6,Baltimore Orioles,3
"Tuesday, August 22, 2023",Guaranteed Rate Field,Seattle Mariners,6,Chicago White Sox,3
"Tuesday, August 22, 2023",Progressive Field,Los Angeles Dodgers,3,Cleveland Guardians,8
"Tuesday, August 22, 2023",Comerica Park,Chicago Cubs,6,Detroit Tigers,8
"Tuesday, August 22, 2023",Minute Maid Park,Boston Red Sox,3,Houston Astros,7
"Tuesday, August 22, 2023",American Family Field,Minnesota Twins,3,Milwaukee Brewers,7
"Tuesday, August 22, 2023",Yankee Stadium III,Washington Nationals,2,New York Yankees,1
"Tuesday, August 22, 2023",Oakland Coliseum,Kansas City Royals,4,Oakland Athletics,5
"Tuesday, August 22, 2023",Citizens Bank Park,San Francisco Giants,3,Philadelphia Phillies,4
"Tuesday, August 22, 2023",PNC Park,St. Louis Cardinals,3,Pittsburgh Pirates,6
"Tuesday, August 22, 2023",Petco Park,Miami Marlins,3,San Diego Padres,0
"Tuesday, August 22, 2023",Tropicana Field,Colorado Rockies,4,Tampa Bay Rays,12
"Wednesday, August 23, 2023",Angel Stadium of Anaheim,Cincinnati Reds,9,Los Angeles Angels,4
"Wednesday, August 23, 2023",Angel Stadium of Anaheim,Cincinnati Reds,7,Los Angeles Angels,3
"Wednesday, August 23, 2023",Truist Park,New York Mets,0,Atlanta Braves,7
"Wednesday, August 23, 2023",Oriole Park at Camden Yards,Toronto Blue Jays,0,Baltimore Orioles,7
"Wednesday, August 23, 2023",Guaranteed Rate Field,Seattle Mariners,4,Chicago White Sox,5
"Wednesday, August 23, 2023",Progressive Field,Los Angeles Dodgers,6,Cleveland Guardians,1
"Wednesday, August 23, 2023",Comerica Park,Chicago Cubs,6,Detroit Tigers,4
"Wednesday, August 23, 2023",Minute Maid Park,Boston Red Sox,7,Houston Astros,5
"Wednesday, August 23, 2023",American Family Field,Minnesota Twins,7,Milwaukee Brewers,8
"Wednesday, August 23, 2023",Yankee Stadium III,Washington Nationals,1,New York Yankees,9
"Wednesday, August 23, 2023",Oakland Coliseum,Kansas City Royals,4,Oakland Athletics,0
"Wednesday, August 23, 2023",Citizens Bank Park,San Francisco Giants,8,Philadelphia Phillies,6
"Wednesday, August 23, 2023",PNC Park,St. Louis Cardinals,6,Pittsburgh Pirates,4
"Wednesday, August 23, 2023",Petco Park,Miami Marlins,0,San Diego Padres,4
"Wednesday, August 23, 2023",Tropicana Field,Colorado Rockies,5,Tampa Bay Rays,6
"Thursday, August 24, 2023",Chase Field,Cincinnati Reds,2,Arizona Diamondbacks,3
"Thursday, August 24, 2023",Oriole Park at Camden Yards,Toronto Blue Jays,3,Baltimore Orioles,5
"Thursday, August 24, 2023",Guaranteed Rate Field,Oakland Athletics,8,Chicago White Sox,5
"Thursday, August 24, 2023",Progressive Field,Los Angeles Dodgers,9,Cleveland Guardians,3
"Thursday, August 24, 2023",Minute Maid Park,Boston Red Sox,17,Houston Astros,1
"Thursday, August 24, 2023",Target Field,Texas Rangers,5,Minnesota Twins,7
"Thursday, August 24, 2023",Yankee Stadium III,Washington Nationals,6,New York Yankees,5
"Thursday, August 24, 2023",PNC Park,Chicago Cubs,5,Pittsburgh Pirates,4
"Thursday, August 24, 2023",Tropicana Field,Colorado Rockies,3,Tampa Bay Rays,5
"Friday, August 25, 2023",Chase Field,Cincinnati Reds,8,Arizona Diamondbacks,10
"Friday, August 25, 2023",Oriole Park at Camden Yards,Colorado Rockies,4,Baltimore Orioles,5
"Friday, August 25, 2023",Fenway Park,Los Angeles Dodgers,7,Boston Red Sox,4
"Friday, August 25, 2023",Guaranteed Rate Field,Oakland Athletics,12,Chicago White Sox,4
"Friday, August 25, 2023",Comerica Park,Houston Astros,1,Detroit Tigers,4
"Friday, August 25, 2023",loanDepot park,Washington Nationals,7,Miami Marlins,4
"Friday, August 25, 2023",American Family Field,San Diego Padres,3,Milwaukee Brewers,7
"Friday, August 25, 2023",Target Field,Texas Rangers,2,Minnesota Twins,12
"Friday, August 25, 2023",Citi Field,Los Angeles Angels,3,New York Mets,1
"Friday, August 25, 2023",Citizens Bank Park,St. Louis Cardinals,2,Philadelphia Phillies,7
"Friday, August 25, 2023",PNC Park,Chicago Cubs,1,Pittsburgh Pirates,2
"Friday, August 25, 2023",T-Mobile Park,Kansas City Royals,5,Seattle Mariners,7
"Friday, August 25, 2023",Oracle Park,Atlanta Braves,5,San Francisco Giants,1
"Friday, August 25, 2023",Tropicana Field,New York Yankees,6,Tampa Bay Rays,2
"Friday, August 25, 2023",Rogers Centre,Cleveland Guardians,5,Toronto Blue Jays,2
"Saturday, August 26, 2023",Chase Field,Cincinnati Reds,8,Arizona Diamondbacks,7
"Saturday, August 26, 2023",Oriole Park at Camden Yards,Colorado Rockies,4,Baltimore Orioles,5
"Saturday, August 26, 2023",Fenway Park,Los Angeles Dodgers,5,Boston Red Sox,8
"Saturday, August 26, 2023",Guaranteed Rate Field,Oakland Athletics,2,Chicago White Sox,6
"Saturday, August 26, 2023",Comerica Park,Houston Astros,9,Detroit Tigers,2
"Saturday, August 26, 2023",loanDepot park,Washington Nationals,3,Miami Marlins,2
"Saturday, August 26, 2023",American Family Field,San Diego Padres,4,Milwaukee Brewers,5
"Saturday, August 26, 2023",Target Field,Texas Rangers,6,Minnesota Twins,2
"Saturday, August 26, 2023",Citi Field,Los Angeles Angels,5,New York Mets,3
"Saturday, August 26, 2023",Citizens Bank Park,St. Louis Cardinals,1,Philadelphia Phillies,12
"Saturday, August 26, 2023",PNC Park,Chicago Cubs,10,Pittsburgh Pirates,6
"Saturday, August 26, 2023",T-Mobile Park,Kansas City Royals,2,Seattle Mariners,15
"Saturday, August 26, 2023",Oracle Park,Atlanta Braves,7,San Francisco Giants,3
"Saturday, August 26, 2023",Tropicana Field,New York Yankees,0,Tampa Bay Rays,3
"Saturday, August 26, 2023",Rogers Centre,Cleveland Guardians,3,Toronto Blue Jays,8
"Sunday, August 27, 2023",Chase Field,Cincinnati Reds,2,Arizona Diamondbacks,5
"Sunday, August 27, 2023",Oriole Park at Camden Yards,Colorado Rockies,4,Baltimore Orioles,3
"Sunday, August 27, 2023",Fenway Park,Los Angeles Dodgers,7,Boston Red Sox,4
"Sunday, August 27, 2023",Guaranteed Rate Field,Oakland Athletics,1,Chicago White Sox,6
"Sunday, August 27, 2023",Comerica Park,Houston Astros,17,Detroit Tigers,4
"Sunday, August 27, 2023",loanDepot park,Washington Nationals,1,Miami Marlins,2
"Sunday, August 27, 2023",American Family Field,San Diego Padres,6,Milwaukee Brewers,10
"Sunday, August 27, 2023",Target Field,Texas Rangers,6,Minnesota Twins,7
"Sunday, August 27, 2023",Citi Field,Los Angeles Angels,2,New York Mets,3
"Sunday, August 27, 2023",Citizens Bank Park,St. Louis Cardinals,0,Philadelphia Phillies,3
"Sunday, August 27, 2023",PNC Park,Chicago Cubs,10,Pittsburgh Pirates,1
"Sunday, August 27, 2023",T-Mobile Park,Kansas City Royals,2,Seattle Mariners,3
"Sunday, August 27, 2023",Oracle Park,Atlanta Braves,5,San Francisco Giants,8
"Sunday, August 27, 2023",Tropicana Field,New York Yankees,4,Tampa Bay Rays,7
"Sunday, August 27, 2023",Rogers Centre,Cleveland Guardians,10,Toronto Blue Jays,7
"Monday, August 28, 2023",Oriole Park at Camden Yards,Chicago White Sox,0,Baltimore Orioles,9
"Monday, August 28, 2023",Fenway Park,Houston Astros,13,Boston Red Sox,5
"Monday, August 28, 2023",Wrigley Field,Milwaukee Brewers,6,Chicago Cubs,2
"Monday, August 28, 2023",Coors Field,Atlanta Braves,14,Colorado Rockies,4
"Monday, August 28, 2023",Comerica Park,New York Yankees,4,Detroit Tigers,1
"Monday, August 28, 2023",Kauffman Stadium,Pittsburgh Pirates,5,Kansas City Royals,0
"Monday, August 28, 2023",Dodger Stadium,Arizona Diamondbacks,4,Los Angeles Dodgers,7
"Monday, August 28, 2023",Target Field,Cleveland Guardians,6,Minnesota Twins,10
"Monday, August 28, 2023",Citi Field,Texas Rangers,4,New York Mets,3
"Monday, August 28, 2023",Citizens Bank Park,Los Angeles Angels,4,Philadelphia Phillies,6
"Monday, August 28, 2023",T-Mobile Park,Oakland Athletics,0,Seattle Mariners,7
"Monday, August 28, 2023",Oracle Park,Cincinnati Reds,1,San Francisco Giants,4
"Monday, August 28, 2023",Busch Stadium III,San Diego Padres,4,St. Louis Cardinals,1
"Monday, August 28, 2023",Rogers Centre,Washington Nationals,3,Toronto Blue Jays,6
"Tuesday, August 29, 2023",Oriole Park at Camden Yards,Chicago White Sox,3,Baltimore Orioles,9
"Tuesday, August 29, 2023",Fenway Park,Houston Astros,6,Boston Red Sox,2
"Tuesday, August 29, 2023",Wrigley Field,Milwaukee Brewers,0,Chicago Cubs,1
"Tuesday, August 29, 2023",Coors Field,Atlanta Braves,3,Colorado Rockies,1
"Tuesday, August 29, 2023",Comerica Park,New York Yankees,4,Detroit Tigers,2
"Tuesday, August 29, 2023",Kauffman Stadium,Pittsburgh Pirates,6,Kansas City Royals,3
"Tuesday, August 29, 2023",Dodger Stadium,Arizona Diamondbacks,1,Los Angeles Dodgers,9
"Tuesday, August 29, 2023",loanDepot park,Tampa Bay Rays,11,Miami Marlins,2
"Tuesday, August 29, 2023",Target Field,Cleveland Guardians,4,Minnesota Twins,2
"Tuesday, August 29, 2023",Citi Field,Texas Rangers,2,New York Mets,1
"Tuesday, August 29, 2023",Citizens Bank Park,Los Angeles Angels,7,Philadelphia Phillies,12
"Tuesday, August 29, 2023",T-Mobile Park,Oakland Athletics,3,Seattle Mariners,1
"Tuesday, August 29, 2023",Oracle Park,Cincinnati Reds,1,San Francisco Giants,6
"Tuesday, August 29, 2023",Busch Stadium III,San Diego Padres,5,St. Louis Cardinals,6
"Tuesday, August 29, 2023",Rogers Centre,Washington Nationals,5,Toronto Blue Jays,4
"Wednesday, August 30, 2023",Oriole Park at Camden Yards,Chicago White Sox,10,Baltimore Orioles,5
"Wednesday, August 30, 2023",Fenway Park,Houston Astros,7,Boston Red Sox,4
"Wednesday, August 30, 2023",Wrigley Field,Milwaukee Brewers,2,Chicago Cubs,3
"Wednesday, August 30, 2023",Coors Field,Atlanta Braves,7,Colorado Rockies,3
"Wednesday, August 30, 2023",Comerica Park,New York Yankees,6,Detroit Tigers,2
"Wednesday, August 30, 2023",Kauffman Stadium,Pittsburgh Pirates,4,Kansas City Royals,1
"Wednesday, August 30, 2023",Dodger Stadium,Arizona Diamondbacks,0,Los Angeles Dodgers,7
"Wednesday, August 30, 2023",loanDepot park,Tampa Bay Rays,3,Miami Marlins,0
"Wednesday, August 30, 2023",Target Field,Cleveland Guardians,5,Minnesota Twins,2
"Wednesday, August 30, 2023",Citi Field,Texas Rangers,5,New York Mets,6
"Wednesday, August 30, 2023",Citizens Bank Park,Los Angeles Angels,10,Philadelphia Phillies,8
"Wednesday, August 30, 2023",T-Mobile Park,Oakland Athletics,4,Seattle Mariners,5
"Wednesday, August 30, 2023",Oracle Park,Cincinnati Reds,4,San Francisco Giants,1
"Wednesday, August 30, 2023",Busch Stadium III,San Diego Padres,4,St. Louis Cardinals,5
"Wednesday, August 30, 2023",Rogers Centre,Washington Nationals,0,Toronto Blue Jays,7
"Thursday, August 31, 2023",Comerica Park,New York Yankees,3,Detroit Tigers,4
"Thursday, August 31, 2023",Dodger Stadium,Atlanta Braves,8,Los Angeles Dodgers,7
"Thursday, August 31, 2023",Petco Park,San Francisco Giants,7,San Diego Padres,2
"Thursday, August 31, 2023",Nationals Park,Miami Marlins,6,Washington Nationals,1
"Friday, September 1, 2023",Chase Field,Baltimore Orioles,2,Arizona Diamondbacks,4
"Friday, September 1, 2023",Guaranteed Rate Field,Detroit Tigers,4,Chicago White Sox,2
"Friday, September 1, 2023",Great American Ball Park,Chicago Cubs,6,Cincinnati Reds,2
"Friday, September 1, 2023",Great American Ball Park,Chicago Cubs,2,Cincinnati Reds,3
"Friday, September 1, 2023",Progressive Field,Tampa Bay Rays,2,Cleveland Guardians,3
"Friday, September 1, 2023",Coors Field,Toronto Blue Jays,13,Colorado Rockies,9
"Friday, September 1, 2023",Minute Maid Park,New York Yankees,6,Houston Astros,2
"Friday, September 1, 2023",Kauffman Stadium,Boston Red Sox,2,Kansas City Royals,13
"Friday, September 1, 2023",Dodger Stadium,Atlanta Braves,6,Los Angeles Dodgers,3
"Friday, September 1, 2023",American Family Field,Philadelphia Phillies,5,Milwaukee Brewers,7
"Friday, September 1, 2023",Citi Field,Seattle Mariners,1,New York Mets,2
"Friday, September 1, 2023",Oakland Coliseum,Los Angeles Angels,2,Oakland Athletics,9
"Friday, September 1, 2023",Petco Park,San Francisco Giants,3,San Diego Padres,7
"Friday, September 1, 2023",Busch Stadium III,Pittsburgh Pirates,4,St. Louis Cardinals,2
"Friday, September 1, 2023",Globe Life Field,Minnesota Twins,5,Texas Rangers,1
"Friday, September 1, 2023",Nationals Park,Miami Marlins,8,Washington Nationals,5
"Saturday, September 2, 2023",Chase Field,Baltimore Orioles,7,Arizona Diamondbacks,3
"Saturday, September 2, 2023",Guaranteed Rate Field,Detroit Tigers,10,Chicago White Sox,0
"Saturday, September 2, 2023",Great American Ball Park,Chicago Cubs,1,Cincinnati Reds,2
"Saturday, September 2, 2023",Progressive Field,Tampa Bay Rays,6,Cleveland Guardians,7
"Saturday, September 2, 2023",Coors Field,Toronto Blue Jays,7,Colorado Rockies,8
"Saturday, September 2, 2023",Minute Maid Park,New York Yankees,5,Houston Astros,4
"Saturday, September 2, 2023",Kauffman Stadium,Boston Red Sox,9,Kansas City Royals,5
"Saturday, September 2, 2023",Dodger Stadium,Atlanta Braves,4,Los Angeles Dodgers,2
"Saturday, September 2, 2023",American Family Field,Philadelphia Phillies,5,Milwaukee Brewers,7
"Saturday, September 2, 2023",Citi Field,Seattle Mariners,8,New York Mets,7
"Saturday, September 2, 2023",Oakland Coliseum,Los Angeles Angels,1,Oakland Athletics,2
"Saturday, September 2, 2023",Petco Park,San Francisco Giants,1,San Diego Padres,6
"Saturday, September 2, 2023",Busch Stadium III,Pittsburgh Pirates,7,St. Louis Cardinals,6
"Saturday, September 2, 2023",Globe Life Field,Minnesota Twins,9,Texas Rangers,7
"Saturday, September 2, 2023",Nationals Park,Miami Marlins,11,Washington Nationals,5
"Sunday, September 3, 2023",Chase Field,Baltimore Orioles,8,Arizona Diamondbacks,5
"Sunday, September 3, 2023",Guaranteed Rate Field,Detroit Tigers,3,Chicago White Sox,2
"Sunday, September 3, 2023",Great American Ball Park,Chicago Cubs,15,Cincinnati Reds,7
"Sunday, September 3, 2023",Progressive Field,Tampa Bay Rays,6,Cleveland Guardians,2
"Sunday, September 3, 2023",Coors Field,Toronto Blue Jays,7,Colorado Rockies,5
"Sunday, September 3, 2023",Minute Maid Park,New York Yankees,6,Houston Astros,1
"Sunday, September 3, 2023",Kauffman Stadium,Boston Red Sox,7,Kansas City Royals,3
"Sunday, September 3, 2023",Dodger Stadium,Atlanta Braves,1,Los Angeles Dodgers,3
"Sunday, September 3, 2023",American Family Field,Philadelphia Phillies,4,Milwaukee Brewers,2
"Sunday, September 3, 2023",Citi Field,Seattle Mariners,3,New York Mets,6
"Sunday, September 3, 2023",Oakland Coliseum,Los Angeles Angels,6,Oakland Athletics,10
"Sunday, September 3, 2023",Petco Park,San Francisco Giants,0,San Diego Padres,4
"Sunday, September 3, 2023",Busch Stadium III,Pittsburgh Pirates,4,St. Louis Cardinals,6
"Sunday, September 3, 2023",Globe Life Field,Minnesota Twins,5,Texas Rangers,6
"Sunday, September 3, 2023",Nationals Park,Miami Marlins,6,Washington Nationals,4
"Monday, September 4, 2023",Angel Stadium of Anaheim,Baltimore Orioles,6,Los Angeles Angels,3
"Monday, September 4, 2023",Chase Field,Colorado Rockies,2,Arizona Diamondbacks,4
"Monday, September 4, 2023",Wrigley Field,San Francisco Giants,0,Chicago Cubs,5
"Monday, September 4, 2023",Great American Ball Park,Seattle Mariners,3,Cincinnati Reds,6
"Monday, September 4, 2023",Progressive Field,Minnesota Twins,20,Cleveland Guardians,6
"Monday, September 4, 2023",Kauffman Stadium,Chicago White Sox,1,Kansas City Royals,12
"Monday, September 4, 2023",Oakland Coliseum,Toronto Blue Jays,6,Oakland Athletics,5
"Monday, September 4, 2023",PNC Park,Milwaukee Brewers,2,Pittsburgh Pirates,4
"Monday, September 4, 2023",Petco Park,Philadelphia Phillies,9,San Diego Padres,7
"Monday, September 4, 2023",Tropicana Field,Boston Red Sox,7,Tampa Bay Rays,3
"Monday, September 4, 2023",Globe Life Field,Houston Astros,13,Texas Rangers,6
"Tuesday, September 5, 2023",Angel Stadium of Anaheim,Baltimore Orioles,5,Los Angeles Angels,4
"Tuesday, September 5, 2023",Chase Field,Colorado Rockies,3,Arizona Diamondbacks,2
"Tuesday, September 5, 2023",Truist Park,St. Louis Cardinals,10,Atlanta Braves,6
"Tuesday, September 5, 2023",Wrigley Field,San Francisco Giants,8,Chicago Cubs,11
"Tuesday, September 5, 2023",Great American Ball Park,Seattle Mariners,6,Cincinnati Reds,7
"Tuesday, September 5, 2023",Progressive Field,Minnesota Twins,8,Cleveland Guardians,3
"Tuesday, September 5, 2023",Kauffman Stadium,Chicago White Sox,6,Kansas City Royals,7
"Tuesday, September 5, 2023",loanDepot park,Los Angeles Dodgers,3,Miami Marlins,6
"Tuesday, September 5, 2023",Yankee Stadium III,Detroit Tigers,1,New York Yankees,5
"Tuesday, September 5, 2023",Oakland Coliseum,Toronto Blue Jays,7,Oakland Athletics,1
"Tuesday, September 5, 2023",PNC Park,Milwaukee Brewers,7,Pittsburgh Pirates,3
"Tuesday, September 5, 2023",Petco Park,Philadelphia Phillies,0,San Diego Padres,8
"Tuesday, September 5, 2023",Tropicana Field,Boston Red Sox,6,Tampa Bay Rays,8
"Tuesday, September 5, 2023",Globe Life Field,Houston Astros,14,Texas Rangers,1
"Tuesday, September 5, 2023",Nationals Park,New York Mets,11,Washington Nationals,5
"Wednesday, September 6, 2023",Angel Stadium of Anaheim,Baltimore Orioles,10,Los Angeles Angels,3
"Wednesday, September 6, 2023",Chase Field,Colorado Rockies,5,Arizona Diamondbacks,12
"Wednesday, September 6, 2023",Truist Park,St. Louis Cardinals,11,Atlanta Braves,6
"Wednesday, September 6, 2023",Wrigley Field,San Francisco Giants,2,Chicago Cubs,8
"Wednesday, September 6, 2023",Great American Ball Park,Seattle Mariners,8,Cincinnati Reds,4
"Wednesday, September 6, 2023",Progressive Field,Minnesota Twins,1,Cleveland Guardians,2
"Wednesday, September 6, 2023",Kauffman Stadium,Chicago White Sox,6,Kansas City Royals,4
"Wednesday, September 6, 2023",loanDepot park,Los Angeles Dodgers,4,Miami Marlins,11
"Wednesday, September 6, 2023",Yankee Stadium III,Detroit Tigers,3,New York Yankees,4
"Wednesday, September 6, 2023",Oakland Coliseum,Toronto Blue Jays,2,Oakland Athletics,5
"Wednesday, September 6, 2023",PNC Park,Milwaukee Brewers,4,Pittsburgh Pirates,5
"Wednesday, September 6, 2023",Petco Park,Philadelphia Phillies,5,San Diego Padres,1
"Wednesday, September 6, 2023",Tropicana Field,Boston Red Sox,1,Tampa Bay Rays,3
"Wednesday, September 6, 2023",Globe Life Field,Houston Astros,12,Texas Rangers,3
"Wednesday, September 6, 2023",Nationals Park,New York Mets,2,Washington Nationals,3
"Thursday, September 7, 2023",Angel Stadium of Anaheim,Cleveland Guardians,2,Los Angeles Angels,3
"Thursday, September 7, 2023",Truist Park,St. Louis Cardinals,5,Atlanta Braves,8
"Thursday, September 7, 2023",Wrigley Field,Arizona Diamondbacks,6,Chicago Cubs,2
"Thursday, September 7, 2023",loanDepot park,Los Angeles Dodgers,10,Miami Marlins,0
"Thursday, September 7, 2023",Yankee Stadium III,Detroit Tigers,10,New York Yankees,3
"Thursday, September 7, 2023",Tropicana Field,Seattle Mariners,1,Tampa Bay Rays,0
"Friday, September 8, 2023",Angel Stadium of Anaheim,Cleveland Guardians,6,Los Angeles Angels,3
"Friday, September 8, 2023",Truist Park,Pittsburgh Pirates,2,Atlanta Braves,8
"Friday, September 8, 2023",Fenway Park,Baltimore Orioles,11,Boston Red Sox,2
"Friday, September 8, 2023",Wrigley Field,Arizona Diamondbacks,1,Chicago Cubs,0
"Friday, September 8, 2023",Great American Ball Park,St. Louis Cardinals,9,Cincinnati Reds,4
"Friday, September 8, 2023",Comerica Park,Chicago White Sox,6,Detroit Tigers,0
"Friday, September 8, 2023",Minute Maid Park,San Diego Padres,11,Houston Astros,2
"Friday, September 8, 2023",Target Field,New York Mets,2,Minnesota Twins,5
"Friday, September 8, 2023",Yankee Stadium III,Milwaukee Brewers,8,New York Yankees,2
"Friday, September 8, 2023",Citizens Bank Park,Miami Marlins,3,Philadelphia Phillies,2
"Friday, September 8, 2023",Oracle Park,Colorado Rockies,8,San Francisco Giants,9
"Friday, September 8, 2023",Tropicana Field,Seattle Mariners,4,Tampa Bay Rays,7
"Friday, September 8, 2023",Globe Life Field,Oakland Athletics,6,Texas Rangers,3
"Friday, September 8, 2023",Rogers Centre,Kansas City Royals,4,Toronto Blue Jays,5
"Friday, September 8, 2023",Nationals Park,Los Angeles Dodgers,8,Washington Nationals,5
"Saturday, September 9, 2023",Angel Stadium of Anaheim,Cleveland Guardians,2,Los Angeles Angels,6
"Saturday, September 9, 2023",Truist Park,Pittsburgh Pirates,8,Atlanta Braves,4
"Saturday, September 9, 2023",Fenway Park,Baltimore Orioles,13,Boston Red Sox,12
"Saturday, September 9, 2023",Wrigley Field,Arizona Diamondbacks,3,Chicago Cubs,2
"Saturday, September 9, 2023",Great American Ball Park,St. Louis Cardinals,4,Cincinnati Reds,3
"Saturday, September 9, 2023",Comerica Park,Chicago White Sox,1,Detroit Tigers,3
"Saturday, September 9, 2023",Minute Maid Park,San Diego Padres,5,Houston Astros,7
"Saturday, September 9, 2023",Target Field,New York Mets,4,Minnesota Twins,8
"Saturday, September 9, 2023",Yankee Stadium III,Milwaukee Brewers,9,New York Yankees,2
"Saturday, September 9, 2023",Citizens Bank Park,Miami Marlins,4,Philadelphia Phillies,8
"Saturday, September 9, 2023",Oracle Park,Colorado Rockies,1,San Francisco Giants,9
"Saturday, September 9, 2023",Tropicana Field,Seattle Mariners,5,Tampa Bay Rays,7
"Saturday, September 9, 2023",Globe Life Field,Oakland Athletics,2,Texas Rangers,3
"Saturday, September 9, 2023",Rogers Centre,Kansas City Royals,1,Toronto Blue Jays,5
"Saturday, September 9, 2023",Nationals Park,Los Angeles Dodgers,6,Washington Nationals,7
"Sunday, September 10, 2023",Angel Stadium of Anaheim,Cleveland Guardians,1,Los Angeles Angels,2
"Sunday, September 10, 2023",Truist Park,Pittsburgh Pirates,2,Atlanta Braves,5
"Sunday, September 10, 2023",Fenway Park,Baltimore Orioles,3,Boston Red Sox,7
"Sunday, September 10, 2023",Wrigley Field,Arizona Diamondbacks,2,Chicago Cubs,5
"Sunday, September 10, 2023",Great American Ball Park,St. Louis Cardinals,1,Cincinnati Reds,7
"Sunday, September 10, 2023",Comerica Park,Chicago White Sox,2,Detroit Tigers,3
"Sunday, September 10, 2023",Minute Maid Park,San Diego Padres,2,Houston Astros,12
"Sunday, September 10, 2023",Target Field,New York Mets,2,Minnesota Twins,0
"Sunday, September 10, 2023",Yankee Stadium III,Milwaukee Brewers,3,New York Yankees,4
"Sunday, September 10, 2023",Citizens Bank Park,Miami Marlins,5,Philadelphia Phillies,4
"Sunday, September 10, 2023",Oracle Park,Colorado Rockies,3,San Francisco Giants,6
"Sunday, September 10, 2023",Tropicana Field,Seattle Mariners,3,Tampa Bay Rays,6
"Sunday, September 10, 2023",Globe Life Field,Oakland Athletics,4,Texas Rangers,9
"Sunday, September 10, 2023",Rogers Centre,Kansas City Royals,2,Toronto Blue Jays,5
"Sunday, September 10, 2023",Nationals Park,Los Angeles Dodgers,7,Washington Nationals,3
"Monday, September 11, 2023",Oriole Park at Camden Yards,St. Louis Cardinals,5,Baltimore Orioles,11
"Monday, September 11, 2023",Coors Field,Chicago Cubs,5,Colorado Rockies,4
"Monday, September 11, 2023",Minute Maid Park,Oakland Athletics,4,Houston Astros,0
"Monday, September 11, 2023",Dodger Stadium,San Diego Padres,11,Los Angeles Dodgers,8
"Monday, September 11, 2023",American Family Field,Miami Marlins,0,Milwaukee Brewers,12
"Monday, September 11, 2023",Target Field,Tampa Bay Rays,7,Minnesota Twins,4
"Monday, September 11, 2023",Citi Field,Arizona Diamondbacks,4,New York Mets,3
"Monday, September 11, 2023",Citizens Bank Park,Atlanta Braves,10,Philadelphia Phillies,8
"Monday, September 11, 2023",Citizens Bank Park,Atlanta Braves,5,Philadelphia Phillies,7
"Monday, September 11, 2023",PNC Park,Washington Nationals,6,Pittsburgh Pirates,2
"Monday, September 11, 2023",T-Mobile Park,Los Angeles Angels,8,Seattle Mariners,5
"Monday, September 11, 2023",Oracle Park,Cleveland Guardians,4,San Francisco Giants,5
"Monday, September 11, 2023",Rogers Centre,Texas Rangers,10,Toronto Blue Jays,4
"Tuesday, September 12, 2023",Oriole Park at Camden Yards,St. Louis Cardinals,5,Baltimore Orioles,2
"Tuesday, September 12, 2023",Fenway Park,New York Yankees,3,Boston Red Sox,2
"Tuesday, September 12, 2023",Fenway Park,New York Yankees,4,Boston Red Sox,1
"Tuesday, September 12, 2023",Guaranteed Rate Field,Kansas City Royals,2,Chicago White Sox,6
"Tuesday, September 12, 2023",Guaranteed Rate Field,Kansas City Royals,11,Chicago White Sox,10
"Tuesday, September 12, 2023",Coors Field,Chicago Cubs,4,Colorado Rockies,6
"Tuesday, September 12, 2023",Comerica Park,Cincinnati Reds,6,Detroit Tigers,5
"Tuesday, September 12, 2023",Minute Maid Park,Oakland Athletics,6,Houston Astros,2
"Tuesday, September 12, 2023",Dodger Stadium,San Diego Padres,2,Los Angeles Dodgers,11
"Tuesday, September 12, 2023",American Family Field,Miami Marlins,1,Milwaukee Brewers,3
