game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Wednesday, May 25, 2022",Target Field,Detroit Tigers,4,Minnesota Twins,2
"Wednesday, May 25, 2022",Yankee Stadium III,Baltimore Orioles,0,New York Yankees,2
"Wednesday, May 25, 2022",PNC Park,Colorado Rockies,5,Pittsburgh Pirates,10
"Wednesday, May 25, 2022",Petco Park,Milwaukee Brewers,2,San Diego Padres,1
"Wednesday, May 25, 2022",T-Mobile Park,Oakland Athletics,4,Seattle Mariners,2
"Wednesday, May 25, 2022",Oracle Park,New York Mets,3,San Francisco Giants,9
"Wednesday, May 25, 2022",Tropicana Field,Miami Marlins,4,Tampa Bay Rays,5
"Wednesday, May 25, 2022",Nationals Park,Los Angeles Dodgers,0,Washington Nationals,1
"Thursday, May 26, 2022",Angel Stadium of Anaheim,Toronto Blue Jays,6,Los Angeles Angels,3
"Thursday, May 26, 2022",Chase Field,Los Angeles Dodgers,14,Arizona Diamondbacks,1
"Thursday, May 26, 2022",Truist Park,Philadelphia Phillies,4,Atlanta Braves,1
"Thursday, May 26, 2022",Guaranteed Rate Field,Boston Red Sox,16,Chicago White Sox,7
"Thursday, May 26, 2022",Great American Ball Park,Chicago Cubs,5,Cincinnati Reds,20
"Thursday, May 26, 2022",Comerica Park,Cleveland Guardians,3,Detroit Tigers,4
"Thursday, May 26, 2022",Target Field,Kansas City Royals,3,Minnesota Twins,2
"Thursday, May 26, 2022",RingCentral Coliseum,Texas Rangers,4,Oakland Athletics,1
"Thursday, May 26, 2022",Busch Stadium III,Milwaukee Brewers,4,St. Louis Cardinals,3
"Thursday, May 26, 2022",Tropicana Field,New York Yankees,7,Tampa Bay Rays,2
"Thursday, May 26, 2022",Nationals Park,Colorado Rockies,3,Washington Nationals,7
"Friday, May 27, 2022",Angel Stadium of Anaheim,Toronto Blue Jays,4,Los Angeles Angels,3
"Friday, May 27, 2022",Chase Field,Los Angeles Dodgers,6,Arizona Diamondbacks,4
"Friday, May 27, 2022",Truist Park,Miami Marlins,4,Atlanta Braves,6
"Friday, May 27, 2022",Fenway Park,Baltimore Orioles,12,Boston Red Sox,8
"Friday, May 27, 2022",Great American Ball Park,San Francisco Giants,1,Cincinnati Reds,5
"Friday, May 27, 2022",Target Field,Kansas City Royals,7,Minnesota Twins,10
"Friday, May 27, 2022",Citi Field,Philadelphia Phillies,6,New York Mets,8
"Friday, May 27, 2022",RingCentral Coliseum,Texas Rangers,8,Oakland Athletics,5
"Friday, May 27, 2022",Petco Park,Pittsburgh Pirates,3,San Diego Padres,4
"Friday, May 27, 2022",T-Mobile Park,Houston Astros,1,Seattle Mariners,6
"Friday, May 27, 2022",Busch Stadium III,Milwaukee Brewers,2,St. Louis Cardinals,4
"Friday, May 27, 2022",Tropicana Field,New York Yankees,2,Tampa Bay Rays,0
"Saturday, May 28, 2022",Angel Stadium of Anaheim,Toronto Blue Jays,6,Los Angeles Angels,5
"Saturday, May 28, 2022",Chase Field,Los Angeles Dodgers,3,Arizona Diamondbacks,2
"Saturday, May 28, 2022",Truist Park,Miami Marlins,4,Atlanta Braves,1
"Saturday, May 28, 2022",Fenway Park,Baltimore Orioles,3,Boston Red Sox,5
"Saturday, May 28, 2022",Fenway Park,Baltimore Orioles,4,Boston Red Sox,2
"Saturday, May 28, 2022",Guaranteed Rate Field,Chicago Cubs,5,Chicago White Sox,1
"Saturday, May 28, 2022",Great American Ball Park,San Francisco Giants,2,Cincinnati Reds,3
"Saturday, May 28, 2022",Comerica Park,Cleveland Guardians,8,Detroit Tigers,1
"Saturday, May 28, 2022",Target Field,Kansas City Royals,7,Minnesota Twins,3
"Saturday, May 28, 2022",Citi Field,Philadelphia Phillies,2,New York Mets,8
"Saturday, May 28, 2022",RingCentral Coliseum,Texas Rangers,11,Oakland Athletics,4
"Saturday, May 28, 2022",Petco Park,Pittsburgh Pirates,4,San Diego Padres,2
"Saturday, May 28, 2022",T-Mobile Park,Houston Astros,0,Seattle Mariners,6
"Saturday, May 28, 2022",Busch Stadium III,Milwaukee Brewers,3,St. Louis Cardinals,8
"Saturday, May 28, 2022",Tropicana Field,New York Yankees,1,Tampa Bay Rays,3
"Saturday, May 28, 2022",Nationals Park,Colorado Rockies,7,Washington Nationals,13
"Saturday, May 28, 2022",Nationals Park,Colorado Rockies,3,Washington Nationals,2
"Sunday, May 29, 2022",Angel Stadium of Anaheim,Toronto Blue Jays,11,Los Angeles Angels,10
"Sunday, May 29, 2022",Chase Field,Los Angeles Dodgers,3,Arizona Diamondbacks,1
"Sunday, May 29, 2022",Truist Park,Miami Marlins,3,Atlanta Braves,6
"Sunday, May 29, 2022",Fenway Park,Baltimore Orioles,2,Boston Red Sox,12
"Sunday, May 29, 2022",Guaranteed Rate Field,Chicago Cubs,4,Chicago White Sox,5
"Sunday, May 29, 2022",Great American Ball Park,San Francisco Giants,6,Cincinnati Reds,4
"Sunday, May 29, 2022",Comerica Park,Cleveland Guardians,1,Detroit Tigers,2
"Sunday, May 29, 2022",Target Field,Kansas City Royals,3,Minnesota Twins,7
"Sunday, May 29, 2022",Citi Field,Philadelphia Phillies,4,New York Mets,5
"Sunday, May 29, 2022",RingCentral Coliseum,Texas Rangers,5,Oakland Athletics,6
"Sunday, May 29, 2022",Petco Park,Pittsburgh Pirates,2,San Diego Padres,4
"Sunday, May 29, 2022",T-Mobile Park,Houston Astros,2,Seattle Mariners,1
"Sunday, May 29, 2022",Busch Stadium III,Milwaukee Brewers,8,St. Louis Cardinals,0
"Sunday, May 29, 2022",Tropicana Field,New York Yankees,2,Tampa Bay Rays,4
"Sunday, May 29, 2022",Nationals Park,Colorado Rockies,5,Washington Nationals,6
"Monday, May 30, 2022",Chase Field,Atlanta Braves,2,Arizona Diamondbacks,6
"Monday, May 30, 2022",Fenway Park,Baltimore Orioles,10,Boston Red Sox,0
"Monday, May 30, 2022",Wrigley Field,Milwaukee Brewers,7,Chicago Cubs,6
"Monday, May 30, 2022",Wrigley Field,Milwaukee Brewers,3,Chicago Cubs,1
"Monday, May 30, 2022",Progressive Field,Kansas City Royals,3,Cleveland Guardians,7
"Monday, May 30, 2022",Coors Field,Miami Marlins,1,Colorado Rockies,7
"Monday, May 30, 2022",Comerica Park,Minnesota Twins,5,Detroit Tigers,7
"Monday, May 30, 2022",Dodger Stadium,Pittsburgh Pirates,6,Los Angeles Dodgers,5
"Monday, May 30, 2022",Citi Field,Washington Nationals,5,New York Mets,13
"Monday, May 30, 2022",RingCentral Coliseum,Houston Astros,5,Oakland Athletics,1
"Monday, May 30, 2022",Citizens Bank Park,San Francisco Giants,5,Philadelphia Phillies,4
"Monday, May 30, 2022",Busch Stadium III,San Diego Padres,3,St. Louis Cardinals,6
"Monday, May 30, 2022",Globe Life Field,Tampa Bay Rays,5,Texas Rangers,9
"Tuesday, May 31, 2022",Chase Field,Atlanta Braves,7,Arizona Diamondbacks,8
"Tuesday, May 31, 2022",Oriole Park at Camden Yards,Seattle Mariners,10,Baltimore Orioles,0
"Tuesday, May 31, 2022",Fenway Park,Cincinnati Reds,2,Boston Red Sox,1
"Tuesday, May 31, 2022",Wrigley Field,Milwaukee Brewers,7,Chicago Cubs,8
"Tuesday, May 31, 2022",Progressive Field,Kansas City Royals,3,Cleveland Guardians,8
"Tuesday, May 31, 2022",Comerica Park,Minnesota Twins,8,Detroit Tigers,2
"Tuesday, May 31, 2022",Comerica Park,Minnesota Twins,0,Detroit Tigers,4
"Tuesday, May 31, 2022",Dodger Stadium,Pittsburgh Pirates,5,Los Angeles Dodgers,3
"Tuesday, May 31, 2022",Yankee Stadium III,Los Angeles Angels,1,New York Yankees,9
"Tuesday, May 31, 2022",Citi Field,Washington Nationals,0,New York Mets,10
"Tuesday, May 31, 2022",RingCentral Coliseum,Houston Astros,3,Oakland Athletics,1
"Tuesday, May 31, 2022",Citizens Bank Park,San Francisco Giants,7,Philadelphia Phillies,4
"Tuesday, May 31, 2022",Busch Stadium III,San Diego Padres,2,St. Louis Cardinals,3
"Tuesday, May 31, 2022",Globe Life Field,Tampa Bay Rays,0,Texas Rangers,3
"Tuesday, May 31, 2022",Rogers Centre,Chicago White Sox,5,Toronto Blue Jays,6
"Wednesday, June 1, 2022",Chase Field,Atlanta Braves,6,Arizona Diamondbacks,0
"Wednesday, June 1, 2022",Oriole Park at Camden Yards,Seattle Mariners,2,Baltimore Orioles,9
"Wednesday, June 1, 2022",Fenway Park,Cincinnati Reds,1,Boston Red Sox,7
"Wednesday, June 1, 2022",Wrigley Field,Milwaukee Brewers,3,Chicago Cubs,4
"Wednesday, June 1, 2022",Progressive Field,Kansas City Royals,0,Cleveland Guardians,4
"Wednesday, June 1, 2022",Coors Field,Miami Marlins,14,Colorado Rockies,1
"Wednesday, June 1, 2022",Coors Field,Miami Marlins,12,Colorado Rockies,13
"Wednesday, June 1, 2022",Comerica Park,Minnesota Twins,0,Detroit Tigers,5
"Wednesday, June 1, 2022",Dodger Stadium,Pittsburgh Pirates,8,Los Angeles Dodgers,4
"Wednesday, June 1, 2022",Citi Field,Washington Nationals,0,New York Mets,5
"Wednesday, June 1, 2022",RingCentral Coliseum,Houston Astros,5,Oakland Athletics,4
"Wednesday, June 1, 2022",Citizens Bank Park,San Francisco Giants,5,Philadelphia Phillies,6
"Wednesday, June 1, 2022",Busch Stadium III,San Diego Padres,2,St. Louis Cardinals,5
"Wednesday, June 1, 2022",Globe Life Field,Tampa Bay Rays,4,Texas Rangers,3
"Wednesday, June 1, 2022",Rogers Centre,Chicago White Sox,3,Toronto Blue Jays,7
"Thursday, June 2, 2022",Oriole Park at Camden Yards,Seattle Mariners,7,Baltimore Orioles,6
"Thursday, June 2, 2022",Wrigley Field,St. Louis Cardinals,5,Chicago Cubs,7
"Thursday, June 2, 2022",Great American Ball Park,Washington Nationals,1,Cincinnati Reds,8
"Thursday, June 2, 2022",Coors Field,Atlanta Braves,13,Colorado Rockies,6
"Thursday, June 2, 2022",Comerica Park,Minnesota Twins,2,Detroit Tigers,3
"Thursday, June 2, 2022",Dodger Stadium,New York Mets,0,Los Angeles Dodgers,2
"Thursday, June 2, 2022",loanDepot park,San Francisco Giants,0,Miami Marlins,3
"Thursday, June 2, 2022",American Family Field,San Diego Padres,4,Milwaukee Brewers,5
"Thursday, June 2, 2022",Yankee Stadium III,Los Angeles Angels,1,New York Yankees,6
"Thursday, June 2, 2022",Yankee Stadium III,Los Angeles Angels,1,New York Yankees,2
"Thursday, June 2, 2022",Globe Life Field,Tampa Bay Rays,3,Texas Rangers,1
"Thursday, June 2, 2022",Rogers Centre,Chicago White Sox,3,Toronto Blue Jays,8
"Friday, June 3, 2022",Oriole Park at Camden Yards,Cleveland Guardians,6,Baltimore Orioles,3
"Friday, June 3, 2022",Wrigley Field,St. Louis Cardinals,14,Chicago Cubs,5
"Friday, June 3, 2022",Great American Ball Park,Washington Nationals,8,Cincinnati Reds,5
"Friday, June 3, 2022",Coors Field,Atlanta Braves,3,Colorado Rockies,1
"Friday, June 3, 2022",Kauffman Stadium,Houston Astros,10,Kansas City Royals,3
"Friday, June 3, 2022",Dodger Stadium,New York Mets,1,Los Angeles Dodgers,6
"Friday, June 3, 2022",loanDepot park,San Francisco Giants,15,Miami Marlins,6
"Friday, June 3, 2022",American Family Field,San Diego Padres,7,Milwaukee Brewers,0
"Friday, June 3, 2022",Yankee Stadium III,Detroit Tigers,0,New York Yankees,13
"Friday, June 3, 2022",RingCentral Coliseum,Boston Red Sox,7,Oakland Athletics,2
"Friday, June 3, 2022",Citizens Bank Park,Los Angeles Angels,0,Philadelphia Phillies,10
"Friday, June 3, 2022",PNC Park,Arizona Diamondbacks,8,Pittsburgh Pirates,6
"Friday, June 3, 2022",Tropicana Field,Chicago White Sox,3,Tampa Bay Rays,6
"Friday, June 3, 2022",Globe Life Field,Seattle Mariners,4,Texas Rangers,3
"Friday, June 3, 2022",Rogers Centre,Minnesota Twins,9,Toronto Blue Jays,3
"Saturday, June 4, 2022",Oriole Park at Camden Yards,Cleveland Guardians,4,Baltimore Orioles,5
"Saturday, June 4, 2022",Wrigley Field,St. Louis Cardinals,1,Chicago Cubs,6
"Saturday, June 4, 2022",Wrigley Field,St. Louis Cardinals,7,Chicago Cubs,4
"Saturday, June 4, 2022",Great American Ball Park,Washington Nationals,10,Cincinnati Reds,8
"Saturday, June 4, 2022",Coors Field,Atlanta Braves,6,Colorado Rockies,2
"Saturday, June 4, 2022",Kauffman Stadium,Houston Astros,0,Kansas City Royals,6
"Saturday, June 4, 2022",Dodger Stadium,New York Mets,9,Los Angeles Dodgers,4
"Saturday, June 4, 2022",loanDepot park,San Francisco Giants,4,Miami Marlins,5
"Saturday, June 4, 2022",American Family Field,San Diego Padres,4,Milwaukee Brewers,0
"Saturday, June 4, 2022",Yankee Stadium III,Detroit Tigers,0,New York Yankees,3
"Saturday, June 4, 2022",RingCentral Coliseum,Boston Red Sox,8,Oakland Athletics,0
"Saturday, June 4, 2022",Citizens Bank Park,Los Angeles Angels,2,Philadelphia Phillies,7
"Saturday, June 4, 2022",PNC Park,Arizona Diamondbacks,1,Pittsburgh Pirates,2
"Saturday, June 4, 2022",Tropicana Field,Chicago White Sox,3,Tampa Bay Rays,2
"Saturday, June 4, 2022",Globe Life Field,Seattle Mariners,2,Texas Rangers,3
"Saturday, June 4, 2022",Rogers Centre,Minnesota Twins,3,Toronto Blue Jays,12
"Sunday, June 5, 2022",Oriole Park at Camden Yards,Cleveland Guardians,3,Baltimore Orioles,2
"Sunday, June 5, 2022",Wrigley Field,St. Louis Cardinals,5,Chicago Cubs,3
"Sunday, June 5, 2022",Great American Ball Park,Washington Nationals,5,Cincinnati Reds,4
"Sunday, June 5, 2022",Coors Field,Atlanta Braves,8,Colorado Rockies,7
"Sunday, June 5, 2022",Kauffman Stadium,Houston Astros,7,Kansas City Royals,4
"Sunday, June 5, 2022",Dodger Stadium,New York Mets,5,Los Angeles Dodgers,4
"Sunday, June 5, 2022",loanDepot park,San Francisco Giants,5,Miami Marlins,1
"Sunday, June 5, 2022",American Family Field,San Diego Padres,6,Milwaukee Brewers,4
"Sunday, June 5, 2022",Yankee Stadium III,Detroit Tigers,4,New York Yankees,5
"Sunday, June 5, 2022",RingCentral Coliseum,Boston Red Sox,5,Oakland Athletics,2
"Sunday, June 5, 2022",Citizens Bank Park,Los Angeles Angels,7,Philadelphia Phillies,9
"Sunday, June 5, 2022",PNC Park,Arizona Diamondbacks,0,Pittsburgh Pirates,3
"Sunday, June 5, 2022",Tropicana Field,Chicago White Sox,6,Tampa Bay Rays,5
"Sunday, June 5, 2022",Globe Life Field,Seattle Mariners,6,Texas Rangers,5
"Sunday, June 5, 2022",Rogers Centre,Minnesota Twins,8,Toronto Blue Jays,6
"Monday, June 6, 2022",Angel Stadium of Anaheim,Boston Red Sox,1,Los Angeles Angels,0
"Monday, June 6, 2022",Great American Ball Park,Arizona Diamondbacks,0,Cincinnati Reds,7
"Monday, June 6, 2022",Minute Maid Park,Seattle Mariners,7,Houston Astros,4
"Monday, June 6, 2022",Kauffman Stadium,Toronto Blue Jays,8,Kansas City Royals,0
"Monday, June 6, 2022",Petco Park,New York Mets,11,San Diego Padres,5
"Tuesday, June 7, 2022",Angel Stadium of Anaheim,Boston Red Sox,6,Los Angeles Angels,5
"Tuesday, June 7, 2022",Truist Park,Oakland Athletics,2,Atlanta Braves,3
"Tuesday, June 7, 2022",Oriole Park at Camden Yards,Chicago Cubs,3,Baltimore Orioles,9
"Tuesday, June 7, 2022",Guaranteed Rate Field,Los Angeles Dodgers,0,Chicago White Sox,4
"Tuesday, June 7, 2022",Great American Ball Park,Arizona Diamondbacks,8,Cincinnati Reds,14
"Tuesday, June 7, 2022",Progressive Field,Texas Rangers,3,Cleveland Guardians,6
"Tuesday, June 7, 2022",Progressive Field,Texas Rangers,6,Cleveland Guardians,3
"Tuesday, June 7, 2022",Minute Maid Park,Seattle Mariners,1,Houston Astros,4
"Tuesday, June 7, 2022",Kauffman Stadium,Toronto Blue Jays,7,Kansas City Royals,0
"Tuesday, June 7, 2022",loanDepot park,Washington Nationals,2,Miami Marlins,12
"Tuesday, June 7, 2022",American Family Field,Philadelphia Phillies,3,Milwaukee Brewers,2
"Tuesday, June 7, 2022",Target Field,New York Yankees,10,Minnesota Twins,4
"Tuesday, June 7, 2022",PNC Park,Detroit Tigers,5,Pittsburgh Pirates,3
"Tuesday, June 7, 2022",Petco Park,New York Mets,0,San Diego Padres,7
"Tuesday, June 7, 2022",Oracle Park,Colorado Rockies,5,San Francisco Giants,3
"Tuesday, June 7, 2022",Tropicana Field,St. Louis Cardinals,2,Tampa Bay Rays,4
"Wednesday, June 8, 2022",Angel Stadium of Anaheim,Boston Red Sox,1,Los Angeles Angels,0
"Wednesday, June 8, 2022",Truist Park,Oakland Athletics,2,Atlanta Braves,13
"Wednesday, June 8, 2022",Guaranteed Rate Field,Los Angeles Dodgers,4,Chicago White Sox,1
"Wednesday, June 8, 2022",Great American Ball Park,Arizona Diamondbacks,7,Cincinnati Reds,0
"Wednesday, June 8, 2022",Progressive Field,Texas Rangers,0,Cleveland Guardians,4
"Wednesday, June 8, 2022",Minute Maid Park,Seattle Mariners,6,Houston Astros,3
"Wednesday, June 8, 2022",Kauffman Stadium,Toronto Blue Jays,4,Kansas City Royals,8
"Wednesday, June 8, 2022",loanDepot park,Washington Nationals,1,Miami Marlins,2
"Wednesday, June 8, 2022",American Family Field,Philadelphia Phillies,10,Milwaukee Brewers,0
"Wednesday, June 8, 2022",Target Field,New York Yankees,1,Minnesota Twins,8
"Wednesday, June 8, 2022",PNC Park,Detroit Tigers,3,Pittsburgh Pirates,1
"Wednesday, June 8, 2022",Petco Park,New York Mets,2,San Diego Padres,13
"Wednesday, June 8, 2022",Oracle Park,Colorado Rockies,1,San Francisco Giants,2
"Wednesday, June 8, 2022",Tropicana Field,St. Louis Cardinals,3,Tampa Bay Rays,11
"Thursday, June 9, 2022",Angel Stadium of Anaheim,Boston Red Sox,2,Los Angeles Angels,5
"Thursday, June 9, 2022",Truist Park,Pittsburgh Pirates,1,Atlanta Braves,3
"Thursday, June 9, 2022",Guaranteed Rate Field,Los Angeles Dodgers,11,Chicago White Sox,9
"Thursday, June 9, 2022",Great American Ball Park,Arizona Diamondbacks,5,Cincinnati Reds,4
"Thursday, June 9, 2022",Progressive Field,Oakland Athletics,4,Cleveland Guardians,8
"Thursday, June 9, 2022",Kauffman Stadium,Baltimore Orioles,5,Kansas City Royals,7
"Thursday, June 9, 2022",loanDepot park,Washington Nationals,4,Miami Marlins,7
"Thursday, June 9, 2022",American Family Field,Philadelphia Phillies,8,Milwaukee Brewers,3
"Thursday, June 9, 2022",Target Field,New York Yankees,10,Minnesota Twins,7
"Thursday, June 9, 2022",Oracle Park,Colorado Rockies,4,San Francisco Giants,2
"Thursday, June 9, 2022",Tropicana Field,St. Louis Cardinals,1,Tampa Bay Rays,2
"Friday, June 10, 2022",Angel Stadium of Anaheim,New York Mets,7,Los Angeles Angels,3
"Friday, June 10, 2022",Truist Park,Pittsburgh Pirates,2,Atlanta Braves,4
"Friday, June 10, 2022",Guaranteed Rate Field,Texas Rangers,3,Chicago White Sox,8
"Friday, June 10, 2022",Progressive Field,Oakland Athletics,2,Cleveland Guardians,3
"Friday, June 10, 2022",Comerica Park,Toronto Blue Jays,10,Detroit Tigers,1
"Friday, June 10, 2022",Minute Maid Park,Miami Marlins,7,Houston Astros,4
"Friday, June 10, 2022",Kauffman Stadium,Baltimore Orioles,1,Kansas City Royals,8
"Friday, June 10, 2022",Target Field,Tampa Bay Rays,4,Minnesota Twins,9
"Friday, June 10, 2022",Yankee Stadium III,Chicago Cubs,1,New York Yankees,2
"Friday, June 10, 2022",Citizens Bank Park,Arizona Diamondbacks,5,Philadelphia Phillies,7
"Friday, June 10, 2022",Petco Park,Colorado Rockies,0,San Diego Padres,9
"Friday, June 10, 2022",T-Mobile Park,Boston Red Sox,4,Seattle Mariners,3
"Friday, June 10, 2022",Oracle Park,Los Angeles Dodgers,2,San Francisco Giants,7
"Friday, June 10, 2022",Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,2
"Friday, June 10, 2022",Nationals Park,Milwaukee Brewers,5,Washington Nationals,11
"Saturday, June 11, 2022",Angel Stadium of Anaheim,New York Mets,6,Los Angeles Angels,11
"Saturday, June 11, 2022",Truist Park,Pittsburgh Pirates,4,Atlanta Braves,10
"Saturday, June 11, 2022",Guaranteed Rate Field,Texas Rangers,11,Chicago White Sox,9
"Saturday, June 11, 2022",Progressive Field,Oakland Athletics,10,Cleveland Guardians,5
"Saturday, June 11, 2022",Comerica Park,Toronto Blue Jays,1,Detroit Tigers,3
"Saturday, June 11, 2022",Minute Maid Park,Miami Marlins,5,Houston Astros,1
"Saturday, June 11, 2022",Kauffman Stadium,Baltimore Orioles,6,Kansas City Royals,4
"Saturday, June 11, 2022",Target Field,Tampa Bay Rays,5,Minnesota Twins,6
"Saturday, June 11, 2022",Yankee Stadium III,Chicago Cubs,0,New York Yankees,8
"Saturday, June 11, 2022",Citizens Bank Park,Arizona Diamondbacks,0,Philadelphia Phillies,4
"Saturday, June 11, 2022",Petco Park,Colorado Rockies,1,San Diego Padres,2
"Saturday, June 11, 2022",Petco Park,Colorado Rockies,6,San Diego Padres,2
"Saturday, June 11, 2022",T-Mobile Park,Boston Red Sox,6,Seattle Mariners,7
"Saturday, June 11, 2022",Oracle Park,Los Angeles Dodgers,2,San Francisco Giants,3
"Saturday, June 11, 2022",Busch Stadium III,Cincinnati Reds,4,St. Louis Cardinals,5
"Saturday, June 11, 2022",Nationals Park,Milwaukee Brewers,6,Washington Nationals,8
"Sunday, June 12, 2022",Angel Stadium of Anaheim,New York Mets,4,Los Angeles Angels,1
"Sunday, June 12, 2022",Truist Park,Pittsburgh Pirates,3,Atlanta Braves,5
"Sunday, June 12, 2022",Guaranteed Rate Field,Texas Rangers,8,Chicago White Sox,6
"Sunday, June 12, 2022",Progressive Field,Oakland Athletics,3,Cleveland Guardians,6
"Sunday, June 12, 2022",Comerica Park,Toronto Blue Jays,6,Detroit Tigers,0
"Sunday, June 12, 2022",Minute Maid Park,Miami Marlins,4,Houston Astros,9
"Sunday, June 12, 2022",Kauffman Stadium,Baltimore Orioles,10,Kansas City Royals,7
"Sunday, June 12, 2022",Target Field,Tampa Bay Rays,6,Minnesota Twins,0
"Sunday, June 12, 2022",Yankee Stadium III,Chicago Cubs,4,New York Yankees,18
"Sunday, June 12, 2022",Citizens Bank Park,Arizona Diamondbacks,13,Philadelphia Phillies,1
"Sunday, June 12, 2022",Petco Park,Colorado Rockies,4,San Diego Padres,2
"Sunday, June 12, 2022",T-Mobile Park,Boston Red Sox,2,Seattle Mariners,0
"Sunday, June 12, 2022",Oracle Park,Los Angeles Dodgers,0,San Francisco Giants,2
"Sunday, June 12, 2022",Busch Stadium III,Cincinnati Reds,7,St. Louis Cardinals,6
"Sunday, June 12, 2022",Nationals Park,Milwaukee Brewers,4,Washington Nationals,1
"Monday, June 13, 2022",Chase Field,Cincinnati Reds,5,Arizona Diamondbacks,4
"Monday, June 13, 2022",Wrigley Field,San Diego Padres,4,Chicago Cubs,1
"Monday, June 13, 2022",Comerica Park,Chicago White Sox,9,Detroit Tigers,5
"Monday, June 13, 2022",Citizens Bank Park,Miami Marlins,2,Philadelphia Phillies,3
"Monday, June 13, 2022",T-Mobile Park,Minnesota Twins,3,Seattle Mariners,2
"Monday, June 13, 2022",Oracle Park,Kansas City Royals,2,San Francisco Giants,6
"Monday, June 13, 2022",Busch Stadium III,Pittsburgh Pirates,5,St. Louis Cardinals,7
"Monday, June 13, 2022",Globe Life Field,Houston Astros,3,Texas Rangers,5
"Monday, June 13, 2022",Rogers Centre,Baltimore Orioles,1,Toronto Blue Jays,11
"Monday, June 13, 2022",Nationals Park,Atlanta Braves,9,Washington Nationals,5
"Tuesday, June 14, 2022",Chase Field,Cincinnati Reds,5,Arizona Diamondbacks,3
"Tuesday, June 14, 2022",Fenway Park,Oakland Athletics,1,Boston Red Sox,6
"Tuesday, June 14, 2022",Wrigley Field,San Diego Padres,12,Chicago Cubs,5
"Tuesday, June 14, 2022",Coors Field,Cleveland Guardians,4,Colorado Rockies,3
"Tuesday, June 14, 2022",Comerica Park,Chicago White Sox,5,Detroit Tigers,1
"Tuesday, June 14, 2022",Dodger Stadium,Los Angeles Angels,0,Los Angeles Dodgers,2
"Tuesday, June 14, 2022",Yankee Stadium III,Tampa Bay Rays,0,New York Yankees,2
"Tuesday, June 14, 2022",Citi Field,Milwaukee Brewers,0,New York Mets,4
"Tuesday, June 14, 2022",Citizens Bank Park,Miami Marlins,11,Philadelphia Phillies,9
"Tuesday, June 14, 2022",T-Mobile Park,Minnesota Twins,0,Seattle Mariners,5
"Tuesday, June 14, 2022",Oracle Park,Kansas City Royals,2,San Francisco Giants,4
"Tuesday, June 14, 2022",Busch Stadium III,Pittsburgh Pirates,1,St. Louis Cardinals,3
"Tuesday, June 14, 2022",Busch Stadium III,Pittsburgh Pirates,1,St. Louis Cardinals,9
"Tuesday, June 14, 2022",Globe Life Field,Houston Astros,4,Texas Rangers,3
"Tuesday, June 14, 2022",Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,5
"Tuesday, June 14, 2022",Nationals Park,Atlanta Braves,10,Washington Nationals,4
"Wednesday, June 15, 2022",Chase Field,Cincinnati Reds,4,Arizona Diamondbacks,7
"Wednesday, June 15, 2022",Fenway Park,Oakland Athletics,1,Boston Red Sox,10
"Wednesday, June 15, 2022",Wrigley Field,San Diego Padres,19,Chicago Cubs,5
"Wednesday, June 15, 2022",Coors Field,Cleveland Guardians,7,Colorado Rockies,5
"Wednesday, June 15, 2022",Comerica Park,Chicago White Sox,13,Detroit Tigers,0
"Wednesday, June 15, 2022",Dodger Stadium,Los Angeles Angels,1,Los Angeles Dodgers,4
"Wednesday, June 15, 2022",Yankee Stadium III,Tampa Bay Rays,3,New York Yankees,4
"Wednesday, June 15, 2022",Citi Field,Milwaukee Brewers,10,New York Mets,2
"Wednesday, June 15, 2022",Citizens Bank Park,Miami Marlins,1,Philadelphia Phillies,3
"Wednesday, June 15, 2022",T-Mobile Park,Minnesota Twins,5,Seattle Mariners,0
"Wednesday, June 15, 2022",Oracle Park,Kansas City Royals,3,San Francisco Giants,2
"Wednesday, June 15, 2022",Busch Stadium III,Pittsburgh Pirates,6,St. Louis Cardinals,4
"Wednesday, June 15, 2022",Globe Life Field,Houston Astros,9,Texas Rangers,2
"Wednesday, June 15, 2022",Rogers Centre,Baltimore Orioles,6,Toronto Blue Jays,7
"Wednesday, June 15, 2022",Nationals Park,Atlanta Braves,8,Washington Nationals,2
"Thursday, June 16, 2022",Fenway Park,Oakland Athletics,4,Boston Red Sox,3
"Thursday, June 16, 2022",Wrigley Field,San Diego Padres,6,Chicago Cubs,4
"Thursday, June 16, 2022",Coors Field,Cleveland Guardians,4,Colorado Rockies,2
"Thursday, June 16, 2022",Comerica Park,Texas Rangers,3,Detroit Tigers,1
"Thursday, June 16, 2022",Yankee Stadium III,Tampa Bay Rays,1,New York Yankees,2
"Thursday, June 16, 2022",Citi Field,Milwaukee Brewers,4,New York Mets,5
"Thursday, June 16, 2022",T-Mobile Park,Los Angeles Angels,4,Seattle Mariners,1
"Thursday, June 16, 2022",Rogers Centre,Baltimore Orioles,10,Toronto Blue Jays,2
"Thursday, June 16, 2022",Nationals Park,Philadelphia Phillies,10,Washington Nationals,1
"Friday, June 17, 2022",Chase Field,Minnesota Twins,2,Arizona Diamondbacks,7
"Friday, June 17, 2022",Oriole Park at Camden Yards,Tampa Bay Rays,0,Baltimore Orioles,1
"Friday, June 17, 2022",Fenway Park,St. Louis Cardinals,5,Boston Red Sox,6
